municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_1066000,cnae_2013401,cnae_2013402,cnae_2071100,cnae_2099101,cnae_2121101,cnae_2311700,cnae_2312500,cnae_2610800,cnae_2829199
RIBEIROPOLIS,280600,Selênio,SE,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFAINA,354360,Selênio,SP,16,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO AZUL,412200,Selênio,PR,29,0,16,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
RIO BOM,412210,Selênio,PR,32,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO BONITO DO IGUACU,412215,Selênio,PR,28,2,16,0,10,0,10,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,0
RIO BRANCO,120040,Selênio,AC,1,0,0,0,1,0,1,1,0,0,11,0,0,2,1,1,1,0,1,1
RIO BRANCO DO IVAI,412217,Selênio,PR,22,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO BRANCO DO SUL,412220,Selênio,PR,37,0,30,5,2,0,2,0.05405405405405406,0,0,0,1,5,0,0,0,0,0,0,2
RIO BRILHANTE,500720,Selênio,MS,70,0,62,8,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
RIO CASCA,315490,Selênio,MG,22,4,14,2,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
RIO DAS ANTAS,421440,Selênio,SC,68,12,9,38,9,0,9,0.16071428571428573,0,0,1,1,0,0,0,0,0,0,0,4
RIO DE CONTAS,292670,Selênio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
RIO DE JANEIRO,330455,Selênio,RJ,26,24,0,1,1,0,1,0.5,0,28,42,1,12,124,16,163,36,12,135,205
RIO DO ANTONIO,292680,Selênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
RIO DO CAMPO,421450,Selênio,SC,39,0,8,29,1,1,2,0.05128205128205128,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0
RIO DO OESTE,421460,Selênio,SC,25,0,2,22,1,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0
RIO DO PIRES,292690,Selênio,BA,3,3,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0
RIO DO PRADO,315510,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
RIO DO SUL,421480,Selênio,SC,34,0,2,30,2,0,2,0.058823529411764705,0,0,1,0,1,0,0,1,0,0,2,12
RIO DOS CEDROS,421470,Selênio,SC,27,0,3,20,4,0,4,0.14814814814814814,0,0,0,1,0,0,0,0,0,0,0,1
RIO DOS INDIOS,431555,Selênio,RS,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO ESPERA,315520,Selênio,MG,18,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO FORTUNA,421490,Selênio,SC,16,0,2,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RIO GRANDE,431560,Selênio,RS,79,3,71,3,2,0,2,0.02631578947368421,0,0,7,1,46,1,0,1,0,0,1,2
RIO GRANDE DA SERRA,354410,Selênio,SP,16,0,6,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RIO MANSO,315530,Selênio,MG,23,11,4,3,5,0,5,0.4166666666666667,0,0,1,0,0,0,0,0,0,0,0,0
RIO NEGRO,412230,Selênio,PR,72,0,36,24,12,0,12,0.16666666666666666,0,0,0,0,2,0,0,0,2,0,1,5
RIO NEGRO,500730,Selênio,MS,24,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO PARANAIBA,315550,Selênio,MG,16,1,13,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
RIO PARDO,431570,Selênio,RS,35,7,28,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,2
RIO PARDO DE MINAS,315560,Selênio,MG,24,18,4,0,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
RIO PIRACICABA,315570,Selênio,MG,9,2,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
RIO POMBA,315580,Selênio,MG,12,8,0,1,3,0,3,0.75,0,0,6,0,1,1,0,0,0,0,0,0
RIO REAL,292700,Selênio,BA,10,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RIO VERDE,521880,Selênio,GO,220,36,106,44,34,0,34,0.18478260869565216,0,0,18,8,16,2,0,1,2,0,0,6
RIO VERDE DE MATO GROSSO,500740,Selênio,MS,10,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
RIO VERMELHO,315600,Selênio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
RIOLANDIA,354420,Selênio,SP,29,6,9,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RIOZINHO,431575,Selênio,RS,25,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIQUEZA,421507,Selênio,SC,49,2,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RITAPOLIS,315610,Selênio,MG,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RIVERSUL,354350,Selênio,SP,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
ROCA SALES,431580,Selênio,RS,32,0,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
RODEIO BONITO,431590,Selênio,RS,34,1,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ROLANDIA,412240,Selênio,PR,72,0,31,41,0,0,0,0,0,0,13,1,4,9,0,0,3,0,1,18
ROLANTE,431600,Selênio,RS,25,7,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ROMELANDIA,421520,Selênio,SC,32,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RONCADOR,412250,Selênio,PR,33,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RONDA ALTA,431610,Selênio,RS,48,3,42,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RONDINHA,431620,Selênio,RS,30,0,26,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RONDON,412260,Selênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSANA,354425,Selênio,SP,39,10,18,9,2,0,2,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0,0
ROSARIO DO IVAI,412265,Selênio,PR,58,1,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSARIO DO SUL,431640,Selênio,RS,12,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ROSEIRA,354430,Selênio,SP,20,6,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RUBIACEA,354440,Selênio,SP,35,9,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUBIATABA,521890,Selênio,GO,63,30,19,4,8,2,10,0.30303030303030304,0.06060606060606061,0,3,0,0,0,0,0,0,0,0,0
RUBIM,315660,Selênio,MG,9,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
RUBINEIA,354450,Selênio,SP,45,12,17,14,2,0,2,0.06060606060606061,0,0,0,0,0,0,0,0,0,0,0,0
RUY BARBOSA,292720,Selênio,BA,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SABAUDIA,412270,Selênio,PR,14,0,4,5,4,1,5,0.35714285714285715,0.07142857142857142,0,2,0,0,1,0,0,1,0,0,2
SAGRES,354470,Selênio,SP,40,12,10,17,1,0,1,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0,0
SALESOPOLIS,354500,Selênio,SP,42,6,16,19,1,0,1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,1
SALETE,421530,Selênio,SC,20,0,2,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
SALGADO FILHO,412280,Selênio,PR,36,0,13,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SALINAS,315700,Selênio,MG,18,14,2,0,2,0,2,0.5,0,1,1,0,0,2,0,0,0,0,0,0
SALINAS DA MARGARIDA,292730,Selênio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALMOURAO,354510,Selênio,SP,23,5,8,9,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0
SALTINHO,354515,Selênio,SP,32,0,15,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
SALTINHO,421535,Selênio,SC,25,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DA DIVISA,315710,Selênio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DE PIRAPORA,354530,Selênio,SP,19,2,7,10,0,0,0,0,0,0,5,0,2,1,0,0,0,0,1,1
SALTO DO ITARARE,412290,Selênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,431645,Selênio,RS,38,1,37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SALTO DO LONTRA,412300,Selênio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALTO VELOSO,421540,Selênio,SC,21,0,2,17,2,0,2,0.09523809523809523,0,0,1,0,0,0,0,0,0,0,0,0
SALVADOR,292740,Selênio,BA,27,19,0,8,0,0,0,0,0,3,16,2,19,26,2,37,7,0,13,28
SALVADOR DO SUL,431650,Selênio,RS,21,9,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SANANDUVA,431660,Selênio,RS,62,2,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANCLERLANDIA,521900,Selênio,GO,12,6,4,1,1,0,1,0.16666666666666666,0,0,5,0,0,0,0,0,0,0,0,0
SANDOVALINA,354550,Selênio,SP,19,2,7,9,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ALBERTINA,354570,Selênio,SP,41,6,17,16,2,0,2,0.05714285714285714,0,0,2,0,0,0,0,0,0,0,0,0
SANTA AMELIA,412310,Selênio,PR,12,0,6,4,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA,315720,Selênio,MG,23,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA DE GOIAS,521910,Selênio,GO,18,6,11,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
SANTA BARBARA DO SUL,431670,Selênio,RS,32,0,32,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
SANTA BARBARA DO TUGURIO,315730,Selênio,MG,11,5,2,2,2,0,2,0.3333333333333333,0,0,2,0,0,0,0,0,0,0,0,0
SANTA BRANCA,354600,Selênio,SP,19,0,10,9,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
SANTA BRIGIDA,292760,Selênio,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
SANTA CECILIA,421550,Selênio,SC,50,0,12,34,4,0,4,0.08,0,0,1,0,1,0,0,0,0,0,0,2
SANTA CLARA D'OESTE,354610,Selênio,SP,25,7,10,7,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ CABRALIA,292770,Selênio,BA,4,4,0,0,0,0,0,NA,NA,0,2,0,0,0,0,0,0,0,0,0
SANTA CRUZ DA ESPERANCA,354625,Selênio,SP,17,0,8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SANTA CRUZ DE MONTE CASTELO,412330,Selênio,PR,18,1,10,6,1,0,1,0.058823529411764705,0,0,2,0,0,0,0,0,0,0,0,2
SANTA CRUZ DO ESCALVADO,315740,Selênio,MG,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SANTA CRUZ DO SUL,431680,Selênio,RS,142,3,137,2,0,0,0,0,0,0,2,1,4,3,0,0,0,0,6,17
SANTA EFIGENIA DE MINAS,315750,Selênio,MG,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ERNESTINA,354650,Selênio,SP,19,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA FE,412340,Selênio,PR,19,0,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0
SANTA FE DE MINAS,315760,Selênio,MG,22,16,2,2,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
SANTA HELENA,412350,Selênio,PR,40,0,20,20,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2
SANTA HELENA DE GOIAS,521930,Selênio,GO,16,4,5,2,5,0,5,0.4166666666666667,0,0,5,0,4,1,0,0,0,0,0,1
SANTA INES,412360,Selênio,PR,16,0,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SANTA ISABEL,354680,Selênio,SP,52,0,40,12,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,2
SANTA ISABEL,521935,Selênio,GO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA IZABEL DO OESTE,412380,Selênio,PR,34,0,8,26,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
SANTA LUCIA,412382,Selênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA LUZIA,292805,Selênio,BA,9,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA LUZIA,315780,Selênio,MG,11,4,1,4,2,0,2,0.2857142857142857,0,0,11,2,5,5,0,4,0,3,0,9
SANTA MARGARIDA,315790,Selênio,MG,40,0,28,8,4,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARGARIDA DO SUL,431697,Selênio,RS,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,431690,Selênio,RS,74,3,70,1,0,0,0,0,0,0,6,0,12,6,0,2,0,0,8,7
SANTA MARIA,530010,Selênio,DF,49,0,13,35,1,0,1,0.02040816326530612,0,9,38,3,17,50,1,20,32,0,17,24
SANTA MARIA DA SERRA,354700,Selênio,SP,35,4,13,17,1,0,1,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DE JETIBA,320455,Selênio,ES,56,20,0,36,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1
SANTA MARIA DO HERVAL,431695,Selênio,RS,38,4,32,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SANTA MARIA DO OESTE,412385,Selênio,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SALTO,315810,Selênio,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO SUACUI,315820,Selênio,MG,13,13,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIANA,412390,Selênio,PR,53,1,41,5,6,0,6,0.11538461538461539,0,0,4,0,0,0,0,0,0,0,0,0
SANTA MERCEDES,354710,Selênio,SP,25,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DE CALDAS,315920,Selênio,MG,14,10,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SANTA RITA DE IBITIPOCA,315940,Selênio,MG,16,10,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SANTA RITA DO ARAGUAIA,521940,Selênio,GO,25,3,13,5,4,0,4,0.18181818181818182,0,0,1,0,0,0,0,0,0,0,0,0
SANTA RITA DO ITUETO,315950,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO PARDO,500755,Selênio,MS,13,0,6,2,5,0,5,0.38461538461538464,0,0,2,0,0,0,0,0,0,0,0,0
SANTA RITA DO SAPUCAI,315960,Selênio,MG,8,2,2,3,1,0,1,0.16666666666666666,0,0,1,0,1,0,0,0,0,0,145,5
SANTA ROSA,431720,Selênio,RS,36,2,32,2,0,0,0,0,0,0,8,0,2,0,0,0,0,0,1,16
SANTA ROSA DA SERRA,315970,Selênio,MG,33,0,23,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA ROSA DE GOIAS,521950,Selênio,GO,16,1,13,1,1,0,1,0.06666666666666667,0,0,1,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,280650,Selênio,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,421560,Selênio,SC,20,0,5,14,1,0,1,0.05,0,0,1,0,0,0,0,0,0,0,0,0
SANTA ROSA DE VITERBO,354760,Selênio,SP,28,2,8,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SANTA SALETE,354765,Selênio,SP,18,6,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SANTA TERESA,320460,Selênio,ES,56,14,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
SANTA TERESINHA,292850,Selênio,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DE GOIAS,521960,Selênio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DO OESTE,412402,Selênio,PR,45,0,21,24,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,4
SANTA TEREZINHA,421567,Selênio,SC,63,0,11,51,1,0,1,0.015873015873015872,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DE GOIAS,521970,Selênio,GO,2,2,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
SANTA TEREZINHA DE ITAIPU,412405,Selênio,PR,26,0,26,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
SANTA TEREZINHA DO PROGRESSO,421568,Selênio,SC,14,0,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SANTA VITORIA,315980,Selênio,MG,29,20,0,0,9,0,9,1,0,0,9,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,431730,Selênio,RS,100,0,86,12,2,0,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA,292820,Selênio,BA,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTANA DA BOA VISTA,431700,Selênio,RS,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTANA DA PONTE PENSA,354720,Selênio,SP,24,7,10,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SANTANA DA VARGEM,315830,Selênio,MG,11,5,0,6,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
SANTANA DE PARNAIBA,354730,Selênio,SP,94,15,34,43,2,0,2,0.02531645569620253,0,0,1,0,0,18,0,0,2,0,4,15
SANTANA DE PIRAPAMA,315850,Selênio,MG,6,0,4,1,1,0,1,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,0,0
SANTANA DO ITARARE,412400,Selênio,PR,20,0,10,10,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
SANTANA DO MANHUACU,315890,Selênio,MG,28,4,20,0,4,0,4,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,0
SANTIAGO,431740,Selênio,RS,27,4,22,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1
SANTO AMARO,292860,Selênio,BA,36,32,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SANTO AMARO DAS BROTAS,280660,Selênio,SE,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANASTACIO,354770,Selênio,SP,23,0,7,16,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
SANTO ANDRE,354780,Selênio,SP,22,0,20,2,0,0,0,0,0,0,3,0,4,15,0,2,2,0,23,129
SANTO ANGELO,431750,Selênio,RS,43,1,38,2,2,0,2,0.047619047619047616,0,0,9,0,1,1,0,0,0,0,2,3
SANTO ANTONIO DA PATRULHA,431760,Selênio,RS,114,0,112,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3
SANTO ANTONIO DA PLATINA,412410,Selênio,PR,43,0,22,21,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1
SANTO ANTONIO DAS MISSOES,431770,Selênio,RS,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DE GOIAS,521973,Selênio,GO,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DE JESUS,292870,Selênio,BA,13,9,0,4,0,0,0,0,0,0,7,0,0,1,0,3,5,1,0,1
SANTO ANTONIO DO AMPARO,315990,Selênio,MG,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO CAIUA,412420,Selênio,PR,18,0,10,6,2,0,2,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO DESCOBERTO,521975,Selênio,GO,7,2,0,1,4,0,4,0.8,0,0,1,1,0,2,0,0,0,0,0,1
SANTO ANTONIO DO GRAMA,316010,Selênio,MG,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO ITAMBE,316020,Selênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO JARDIM,354810,Selênio,SP,32,8,8,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO MONTE,316040,Selênio,MG,16,10,2,0,4,0,4,0.6666666666666666,0,0,3,0,2,0,0,0,0,0,1,3
SANTO ANTONIO DO PINHAL,354820,Selênio,SP,53,15,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO RETIRO,316045,Selênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO SUDOESTE,412440,Selênio,PR,20,0,10,10,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
SANTO AUGUSTO,431780,Selênio,RS,65,0,64,0,1,0,1,0.015384615384615385,0,0,2,0,0,0,0,0,0,0,0,1
SANTO CRISTO,431790,Selênio,RS,96,12,74,8,2,0,2,0.023809523809523808,0,0,2,0,0,1,0,0,0,0,0,1
SANTO ESTEVAO,292880,Selênio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SANTO EXPEDITO,354830,Selênio,SP,25,2,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO EXPEDITO DO SUL,431795,Selênio,RS,48,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO HIPOLITO,316060,Selênio,MG,32,7,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO INACIO,412450,Selênio,PR,17,0,10,7,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
SANTOPOLIS DO AGUAPEI,354840,Selênio,SP,28,5,8,14,1,0,1,0.043478260869565216,0,0,0,0,1,0,0,0,0,0,1,0
SANTOS,354850,Selênio,SP,14,0,4,10,0,0,0,0,0,0,6,0,20,1,2,0,0,0,6,5
SANTOS DUMONT,316070,Selênio,MG,1,1,0,0,0,0,0,NA,NA,0,2,0,0,0,0,0,0,0,0,0
SAO BENTO DO SAPUCAI,354860,Selênio,SP,22,4,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO BERNARDINO,421575,Selênio,SC,22,5,3,13,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0
SAO BERNARDO DO CAMPO,354870,Selênio,SP,123,38,37,47,1,0,1,0.011764705882352941,0,0,6,0,1,41,0,10,11,2,45,123
SAO BONIFACIO,421590,Selênio,SC,13,0,0,12,1,0,1,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0
SAO BORJA,431800,Selênio,RS,15,1,13,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0
SAO BRAS,270820,Selênio,AL,5,0,0,2,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0
SAO BRAS DO SUACUI,316090,Selênio,MG,18,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAO CARLOS,421600,Selênio,SC,25,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAO CARLOS DO IVAI,412460,Selênio,PR,15,0,10,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO CRISTOVAO,280670,Selênio,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
SAO CRISTOVAO DO SUL,421605,Selênio,SC,42,0,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO DESIDERIO,292890,Selênio,BA,19,8,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
SAO DOMINGOS,292895,Selênio,BA,24,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO DOMINGOS,421610,Selênio,SC,44,1,8,34,0,1,1,0.023255813953488372,0.023255813953488372,0,1,0,0,0,0,0,0,0,0,0
SAO DOMINGOS,521980,Selênio,GO,14,12,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
SAO FELIPE,292910,Selênio,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAO FELIX DE MINAS,316105,Selênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO,316110,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO,354900,Selênio,SP,23,7,10,5,1,0,1,0.0625,0,0,3,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,431810,Selênio,RS,66,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ITABAPOANA,330475,Selênio,RJ,2,0,0,1,1,0,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE PAULA,316120,Selênio,MG,14,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE PAULA,431820,Selênio,RS,31,7,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAO FRANCISCO DE SALES,316130,Selênio,MG,8,8,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
SAO GERALDO,316150,Selênio,MG,1,1,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
SAO GERALDO DO ARAGUAIA,150745,Selênio,PA,12,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SAO GONCALO DO ABAETE,316170,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
