municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2029100,cnae_2033900,cnae_2071100,cnae_2422901,cnae_2449199,cnae_2539001,cnae_2539002,cnae_2599399,cnae_2660400,cnae_2722801,cnae_2722802,cnae_2910701,cnae_2920401,cnae_2945000,cnae_3313902,cnae_3831999
JUATUBA,313665,Chumbo,MG,33,15,5,2,10,1,11,0.6111111111111112,0.05555555555555555,0,0,0,0,0,0,0,0,11,2,4,0,1,0,0,0,0,0,5
JUCURUCU,291845,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIO DE CASTILHOS,431120,Chumbo,RS,69,3,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,1
JUNDIAI DO SUL,411290,Chumbo,PR,20,0,5,12,3,0,3,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JUPIA,420917,Chumbo,SC,22,4,3,11,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUQUIA,352610,Chumbo,SP,70,0,29,33,5,3,8,0.11428571428571428,0.04285714285714286,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
JUQUITIBA,352620,Chumbo,SP,41,3,17,14,5,2,7,0.18421052631578946,0.05263157894736842,0,0,1,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
JURAMENTO,313680,Chumbo,MG,17,7,0,3,6,1,7,0.7,0.1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
JURANDA,411295,Chumbo,PR,48,0,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0
JUSSARA,521220,Chumbo,GO,23,2,11,7,3,0,3,0.14285714285714285,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1
JUSSIAPE,291860,Chumbo,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JUTI,500515,Chumbo,MS,14,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
JUVENILIA,313695,Chumbo,MG,28,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACERDOPOLIS,420920,Chumbo,SC,17,0,2,11,4,0,4,0.23529411764705882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LADARIO,500520,Chumbo,MS,8,3,4,0,1,0,1,0.2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
LAFAIETE COUTINHO,291870,Chumbo,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGAMAR,313710,Chumbo,MG,4,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LAGO NORTE,530010,Chumbo,DF,13,0,7,5,1,0,1,0.07692307692307693,0,9,2,3,12,0,50,2,4,263,26,157,9,1,0,7,0,1,7,144
LAGO SUL,530010,Chumbo,DF,17,0,4,9,2,2,4,0.23529411764705882,0.11764705882352941,9,2,3,12,0,50,2,4,263,26,157,9,1,0,7,0,1,7,144
LAGOA BONITA DO SUL,431123,Chumbo,RS,20,3,9,7,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LAGOA DA CONFUSAO,171190,Chumbo,TO,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,2
LAGOA DO OURO,260860,Chumbo,PE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DO TOCANTINS,171195,Chumbo,TO,10,0,0,9,1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DOS PATOS,313730,Chumbo,MG,12,5,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LAGOA DOURADA,313740,Chumbo,MG,55,39,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
LAGOA REAL,291875,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA SANTA,313760,Chumbo,MG,5,0,3,0,2,0,2,0.4,0,0,0,4,0,0,0,0,0,20,1,12,5,0,0,0,0,1,0,1
LAGOA SANTA,521225,Chumbo,GO,10,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA VERMELHA,431130,Chumbo,RS,32,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1,0,0,0,0,0,1
LAGOAO,431125,Chumbo,RS,17,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LAGOINHA,352630,Chumbo,SP,27,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LAGUNA,420940,Chumbo,SC,121,0,20,87,14,0,14,0.11570247933884298,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2
LAGUNA CARAPA,500525,Chumbo,MS,16,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LAJE,291880,Chumbo,BA,13,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0
LAJEADO,431140,Chumbo,RS,47,0,41,5,1,0,1,0.02127659574468085,0,0,0,0,2,0,5,0,0,99,2,10,0,0,0,1,0,0,1,7
LAJEADO GRANDE,420945,Chumbo,SC,45,0,8,25,12,0,12,0.26666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LAJEDAO,291890,Chumbo,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAJEDINHO,291900,Chumbo,BA,11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAJEDO,260880,Chumbo,PE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0
LAJEDO DO TABOCAL,291905,Chumbo,BA,15,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMARAO,291910,Chumbo,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAPA,411320,Chumbo,PR,117,0,54,63,0,0,0,0,0,0,0,0,2,0,2,0,0,31,1,2,0,0,0,0,0,0,1,5
LARANJAL,313800,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LARANJAL,411325,Chumbo,PR,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LARANJAL PAULISTA,352640,Chumbo,SP,51,16,19,12,4,0,4,0.11428571428571428,0,0,0,0,2,0,0,0,0,48,1,2,0,0,0,0,0,0,0,2
LARANJEIRAS,280360,Chumbo,SE,1,1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LARANJEIRAS DO SUL,411330,Chumbo,PR,36,12,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0
LAURENTINO,420950,Chumbo,SC,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0
LAURO MULLER,420960,Chumbo,SC,19,0,1,17,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0
LAVRAS,313820,Chumbo,MG,19,2,0,15,2,0,2,0.11764705882352941,0,0,0,0,3,0,1,0,0,37,0,12,0,0,0,0,0,0,0,5
LAVRAS DO SUL,431150,Chumbo,RS,27,3,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
LAVRINHAS,352660,Chumbo,SP,21,3,8,8,2,0,2,0.1111111111111111,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
LEANDRO FERREIRA,313830,Chumbo,MG,3,0,0,1,1,1,2,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEBON REGIS,420970,Chumbo,SC,61,2,8,36,15,0,15,0.2542372881355932,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LENCOIS,291930,Chumbo,BA,25,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LEOBERTO LEAL,420980,Chumbo,SC,28,0,2,24,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEOPOLDO DE BULHOES,521230,Chumbo,GO,28,2,16,4,6,0,6,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEOPOLIS,411340,Chumbo,PR,26,3,18,4,1,0,1,0.043478260869565216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LIBERATO SALZANO,431160,Chumbo,RS,42,0,35,4,3,0,3,0.07142857142857142,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
LICINIO DE ALMEIDA,291940,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
LIDIANOPOLIS,411342,Chumbo,PR,36,1,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIMEIRA DO OESTE,313862,Chumbo,MG,12,2,0,2,8,0,8,0.8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LINDOESTE,411345,Chumbo,PR,19,1,10,7,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
LINDOIA DO SUL,420985,Chumbo,SC,43,5,5,28,5,0,5,0.13157894736842105,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LINHA NOVA,431164,Chumbo,RS,10,5,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINS,352710,Chumbo,SP,105,1,35,61,8,0,8,0.07692307692307693,0,0,0,0,1,0,1,0,0,31,0,5,0,0,0,0,0,0,0,0
LIVRAMENTO DE NOSSA SENHORA,291950,Chumbo,BA,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
LOANDA,411350,Chumbo,PR,26,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,7,50,14,29,1,0,0,0,0,0,2,1
LONDRINA,411370,Chumbo,PR,307,5,138,162,2,0,2,0.006622516556291391,0,0,0,1,4,0,29,2,0,244,21,131,6,12,5,2,0,4,0,28
LONTRA,313865,Chumbo,MG,7,7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LORENA,352720,Chumbo,SP,95,9,44,42,0,0,0,0,0,0,0,3,2,0,3,0,0,56,1,5,0,0,0,0,0,1,0,2
LOURDES,352725,Chumbo,SP,15,6,5,3,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LUCELIA,352740,Chumbo,SP,43,13,10,15,5,0,5,0.16666666666666666,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0
LUCIANOPOLIS,352750,Chumbo,SP,24,1,0,20,3,0,3,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIS EDUARDO MAGALHAES,291955,Chumbo,BA,39,9,5,25,0,0,0,0,0,0,0,3,0,0,1,0,1,124,0,5,0,0,0,0,0,0,0,2
LUISLANDIA,313868,Chumbo,MG,4,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ ALVES,421000,Chumbo,SC,19,0,2,16,1,0,1,0.05263157894736842,0,0,0,0,5,0,0,0,0,15,3,0,0,0,0,0,0,1,0,0
LUIZIANA,411373,Chumbo,PR,20,1,10,8,1,0,1,0.05263157894736842,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LUIZIANIA,352770,Chumbo,SP,24,6,5,8,5,0,5,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LUNARDELLI,411375,Chumbo,PR,41,2,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
LUPERCIO,352780,Chumbo,SP,30,2,0,26,2,0,2,0.07142857142857142,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
LUPIONOPOLIS,411380,Chumbo,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LUTECIA,352790,Chumbo,SP,11,1,3,6,1,0,1,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LUZ,313880,Chumbo,MG,6,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0
LUZIANIA,521250,Chumbo,GO,63,18,0,9,20,16,36,0.8,0.35555555555555557,0,0,1,2,0,4,0,3,66,0,15,1,0,1,2,0,0,0,10
MACAE,330240,Chumbo,RJ,25,0,0,22,3,0,3,0.12,0,0,0,0,1,0,2,0,0,169,19,13,1,0,0,0,0,0,1,11
MACAMBARA,431171,Chumbo,RS,14,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MACAUBAS,291980,Chumbo,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MACEDONIA,352820,Chumbo,SP,22,5,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHACALIS,313890,Chumbo,MG,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHADINHO,431170,Chumbo,RS,64,0,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACIEIRA,421005,Chumbo,SC,18,4,3,8,3,0,3,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MACUCO,330245,Chumbo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MADRE DE DEUS DE MINAS,313910,Chumbo,MG,16,16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MAETINGA,291995,Chumbo,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFRA,421010,Chumbo,SC,38,0,1,35,2,0,2,0.05263157894736842,0,0,0,0,1,0,3,0,0,50,1,5,0,0,0,0,0,1,0,0
MAGDA,352830,Chumbo,SP,21,8,5,7,1,0,1,0.07692307692307693,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
MAGE,330250,Chumbo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,2,0,3,0,1,90,2,12,0,2,0,0,0,0,0,9
MAIQUINIQUE,292000,Chumbo,BA,6,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MAIRI,292010,Chumbo,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MAIRIPORA,352850,Chumbo,SP,101,0,38,35,27,1,28,0.27722772277227725,0.009900990099009901,0,0,0,0,0,3,0,0,83,7,13,1,0,0,0,0,1,0,4
MAIRIPOTABA,521260,Chumbo,GO,24,2,13,6,3,0,3,0.13636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAJOR GERCINO,421020,Chumbo,SC,26,0,0,24,2,0,2,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAJOR VIEIRA,421030,Chumbo,SC,16,0,0,15,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MALHADA,292020,Chumbo,BA,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALHADA DE PEDRAS,292030,Chumbo,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
MALLET,411390,Chumbo,PR,75,8,43,2,22,0,22,0.3283582089552239,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
MAMBAI,521270,Chumbo,GO,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
MAMBORE,411400,Chumbo,PR,31,0,18,12,1,0,1,0.03225806451612903,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1
MANDAGUACU,411410,Chumbo,PR,39,1,20,17,1,0,1,0.02631578947368421,0,0,0,0,0,0,1,0,1,25,0,2,0,0,0,0,0,0,1,2
MANDAGUARI,411420,Chumbo,PR,25,0,13,11,1,0,1,0.04,0,0,0,0,5,0,1,0,3,40,0,5,0,0,0,0,0,0,0,4
MANDIRITUBA,411430,Chumbo,PR,63,10,35,12,6,0,6,0.11320754716981132,0,0,0,0,1,0,4,0,0,33,2,12,0,0,0,0,0,0,0,3
MANFRINOPOLIS,411435,Chumbo,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANGA,313930,Chumbo,MG,24,20,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
MANGUEIRINHA,411440,Chumbo,PR,68,18,36,0,14,0,14,0.28,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MANOEL RIBAS,411450,Chumbo,PR,17,0,10,4,3,0,3,0.17647058823529413,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
MANOEL VIANA,431175,Chumbo,RS,24,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
MANOEL VITORINO,292040,Chumbo,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANSIDAO,292045,Chumbo,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARA ROSA,521280,Chumbo,GO,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0
MARABA PAULISTA,352870,Chumbo,SP,19,5,6,6,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARACAI,352880,Chumbo,SP,34,3,14,9,7,1,8,0.25806451612903225,0.03225806451612903,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1
MARACAJU,500540,Chumbo,MS,82,5,58,12,7,0,7,0.09090909090909091,0,0,0,0,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,2
MARACAS,292050,Chumbo,BA,49,16,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARAGOGIPE,292060,Chumbo,BA,31,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0
MARANGUAPE,230770,Chumbo,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,2,0,0,32,0,4,0,0,0,0,0,0,0,2
MARAU,292070,Chumbo,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARAU,431180,Chumbo,RS,32,0,26,5,0,1,1,0.03125,0.03125,0,0,0,0,0,0,0,1,56,1,10,0,2,0,0,0,0,0,1
MARAVILHA,421050,Chumbo,SC,20,0,2,18,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,7,0,0,0,0,0,0,0,1
MARAVILHAS,313970,Chumbo,MG,4,1,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1
MARCELINO RAMOS,431190,Chumbo,RS,33,2,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
MARCIONILIO SOUZA,292080,Chumbo,BA,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARECHAL DEODORO,270470,Chumbo,AL,38,22,0,16,0,0,0,0,0,0,0,2,0,0,4,0,0,8,0,1,0,0,0,0,0,0,0,1
MARECHAL FLORIANO,320334,Chumbo,ES,12,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1
MAREMA,421055,Chumbo,SC,21,1,4,14,1,1,2,0.1,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARIA HELENA,411470,Chumbo,PR,38,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARIANA PIMENTEL,431198,Chumbo,RS,20,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANO MORO,431200,Chumbo,RS,36,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIAPOLIS,352890,Chumbo,SP,44,12,4,17,11,0,11,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARICA,330270,Chumbo,RJ,4,0,0,2,2,0,2,0.5,0,0,1,0,0,0,0,0,0,51,1,12,0,0,0,1,0,0,1,19
MARILANDIA DO SUL,411490,Chumbo,PR,42,0,29,13,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
MARILENA,411500,Chumbo,PR,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MARINGA,411520,Chumbo,PR,94,1,45,46,2,0,2,0.021505376344086023,0,0,0,1,6,0,22,1,5,299,15,107,2,1,0,2,0,5,1,12
MARINOPOLIS,352910,Chumbo,SP,22,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIOPOLIS,411530,Chumbo,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MARIPA,411535,Chumbo,PR,57,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
MARMELEIRO,411540,Chumbo,PR,36,1,16,19,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,3,0,2,1,0,0,0,0,2
MARQUES DE SOUZA,431205,Chumbo,RS,17,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
MARQUINHO,411545,Chumbo,PR,32,1,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARTINHO CAMPOS,314050,Chumbo,MG,18,3,0,10,5,0,5,0.3333333333333333,0,0,0,0,22,0,0,0,0,26,0,1,0,0,0,0,0,0,0,2
MARTINS SOARES,314053,Chumbo,MG,22,2,16,2,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASCOTE,292090,Chumbo,BA,40,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA,431210,Chumbo,RS,44,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA DE SAO JOAO,292100,Chumbo,BA,50,34,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,2
MATA VERDE,314055,Chumbo,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATELANDIA,411560,Chumbo,PR,49,14,30,0,5,0,5,0.14285714285714285,0,1,0,0,2,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0
MATERLANDIA,314060,Chumbo,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATHIAS LOBATO,317150,Chumbo,MG,23,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATIAS CARDOSO,314085,Chumbo,MG,43,29,0,0,14,0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATINHOS,411570,Chumbo,PR,20,1,15,2,1,1,2,0.10526315789473684,0.05263157894736842,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,5
MATIPO,314090,Chumbo,MG,19,1,15,0,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
MATO RICO,411573,Chumbo,PR,18,1,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATO VERDE,314100,Chumbo,MG,11,3,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MATOS COSTA,421070,Chumbo,SC,18,0,3,13,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATOZINHOS,314110,Chumbo,MG,10,4,1,0,5,0,5,0.8333333333333334,0,0,0,2,1,0,2,0,3,130,10,10,0,0,0,0,0,2,0,4
MATUTINA,314120,Chumbo,MG,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MAUA DA SERRA,411575,Chumbo,PR,17,0,7,8,2,0,2,0.11764705882352941,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,1
MAURILANDIA,521300,Chumbo,GO,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
MAXIMILIANO DE ALMEIDA,431220,Chumbo,RS,50,2,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
MEDEIROS,314130,Chumbo,MG,6,0,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
