municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2029100,cnae_2033900,cnae_2071100,cnae_2422901,cnae_2449199,cnae_2539001,cnae_2539002,cnae_2599399,cnae_2660400,cnae_2722801,cnae_2722802,cnae_2910701,cnae_2920401,cnae_2945000,cnae_3313902,cnae_3831999
MEDEIROS NETO,292110,Chumbo,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
MEDIANEIRA,411580,Chumbo,PR,36,2,16,0,18,0,18,0.5294117647058824,0,0,0,0,0,0,2,0,0,24,0,5,0,0,0,0,2,0,0,4
MEDINA,314140,Chumbo,MG,8,6,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
MERCES,314160,Chumbo,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
MERIDIANO,352960,Chumbo,SP,34,10,7,16,1,0,1,0.041666666666666664,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
MESOPOLIS,352965,Chumbo,SP,35,5,16,13,1,0,1,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL CALMON,292120,Chumbo,BA,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MIGUELOPOLIS,352970,Chumbo,SP,33,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0
MIMOSO DE GOIAS,521305,Chumbo,GO,9,5,2,1,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINACU,521308,Chumbo,GO,1,1,0,0,0,0,0,NA,NA,0,2,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,2
MINAS DO LEAO,431225,Chumbo,RS,28,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MINAS NOVAS,314180,Chumbo,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MINDURI,314190,Chumbo,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIRA ESTRELA,353000,Chumbo,SP,24,5,6,11,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MIRABELA,314200,Chumbo,MG,7,5,0,0,2,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRACATU,352990,Chumbo,SP,100,1,48,36,13,2,15,0.15151515151515152,0.020202020202020204,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2
MIRACEMA,330300,Chumbo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0
MIRADOR,411590,Chumbo,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIRAGUAI,431230,Chumbo,RS,85,0,74,8,0,3,3,0.03529411764705882,0.03529411764705882,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
MIRAI,314220,Chumbo,MG,12,0,1,2,6,3,9,0.75,0.25,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
MIRANDA,500560,Chumbo,MS,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
MIRANDIBA,260930,Chumbo,PE,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIRANGABA,292140,Chumbo,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIRANTE,292145,Chumbo,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRANTE DO PARANAPANEMA,353020,Chumbo,SP,83,20,24,31,8,0,8,0.12698412698412698,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MIRAVANIA,314225,Chumbo,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIRIM DOCE,421085,Chumbo,SC,34,0,2,25,7,0,7,0.20588235294117646,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
MISSAL,411605,Chumbo,PR,20,3,10,5,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0
MOCOCA,353050,Chumbo,SP,83,10,20,53,0,0,0,0,0,0,0,0,0,0,6,0,0,95,1,9,0,0,0,0,0,0,0,1
MODELO,421090,Chumbo,SC,75,11,16,43,5,0,5,0.078125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
MOEDA,314230,Chumbo,MG,26,8,9,5,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MOMBUCA,353090,Chumbo,SP,13,0,4,8,1,0,1,0.07692307692307693,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MONCOES,353100,Chumbo,SP,18,6,4,5,3,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONDAI,421100,Chumbo,SC,47,7,8,30,2,0,2,0.05,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0
MONGAGUA,353110,Chumbo,SP,22,1,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2
MONSENHOR PAULO,314260,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,0,2
MONTALVANIA,314270,Chumbo,MG,75,69,0,0,6,0,6,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DE GOIAS,521350,Chumbo,GO,20,3,14,2,1,0,1,0.058823529411764705,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
MONTE ALTO,353130,Chumbo,SP,54,2,13,37,2,0,2,0.038461538461538464,0,0,0,0,2,0,0,0,1,67,1,7,0,0,0,0,0,0,0,1
MONTE APRAZIVEL,353140,Chumbo,SP,72,0,19,50,3,0,3,0.041666666666666664,0,0,0,0,1,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0
MONTE AZUL,314290,Chumbo,MG,15,7,0,2,6,0,6,0.75,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0
MONTE BELO,314300,Chumbo,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MONTE CASTELO,421110,Chumbo,SC,37,1,4,25,7,0,7,0.19444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONTE FORMOSO,314315,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTE MOR,353180,Chumbo,SP,108,3,48,44,12,1,13,0.12380952380952381,0.009523809523809525,0,0,0,0,0,4,0,0,62,5,10,0,0,0,0,0,0,2,9
MONTE SANTO DE MINAS,314320,Chumbo,MG,33,22,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,4,0,0,0,0,0,0,0,2
MONTE SIAO,314340,Chumbo,MG,18,8,0,8,2,0,2,0.2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MONTEIRO LOBATO,353170,Chumbo,SP,80,24,26,29,1,0,1,0.017857142857142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,431240,Chumbo,RS,50,15,30,5,0,0,0,0,0,0,0,0,11,0,0,0,0,50,0,6,0,0,0,0,1,0,0,4
MONTES CLAROS,314330,Chumbo,MG,41,16,4,13,8,0,8,0.32,0,1,0,0,7,0,3,0,0,148,2,32,1,1,1,0,0,0,1,8
MONTES CLAROS DE GOIAS,521370,Chumbo,GO,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MONTEZUMA,314345,Chumbo,MG,15,8,0,1,6,0,6,0.8571428571428571,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTIVIDIU,521375,Chumbo,GO,22,4,7,4,7,0,7,0.3888888888888889,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1
MORADA NOVA DE MINAS,314350,Chumbo,MG,12,7,2,3,0,0,0,0,0,0,0,0,44,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
MOREIRA SALES,411610,Chumbo,PR,37,0,20,16,1,0,1,0.02702702702702703,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2
MORPARA,292160,Chumbo,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRETES,411620,Chumbo,PR,45,4,24,0,17,0,17,0.4146341463414634,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
MORRINHOS,521380,Chumbo,GO,46,3,26,11,6,0,6,0.13953488372093023,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,2
MORRO DA GARCA,314360,Chumbo,MG,15,6,0,7,1,1,2,0.2222222222222222,0.1111111111111111,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRO DO CHAPEU,292170,Chumbo,BA,28,19,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2
MORRO REDONDO,431245,Chumbo,RS,21,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MORRO REUTER,431247,Chumbo,RS,31,6,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
MORTUGABA,292180,Chumbo,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MORUNGABA,353200,Chumbo,SP,12,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2
MOSTARDAS,431250,Chumbo,RS,15,2,9,2,1,1,2,0.15384615384615385,0.07692307692307693,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
MOZARLANDIA,521400,Chumbo,GO,32,4,15,8,5,0,5,0.17857142857142858,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
MUCURI,292200,Chumbo,BA,18,18,0,0,0,0,0,NA,NA,0,0,2,2,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3
MUCURICI,320360,Chumbo,ES,24,0,0,22,0,2,2,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MUITOS CAPOES,431261,Chumbo,RS,59,0,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MULUNGU DO MORRO,292205,Chumbo,BA,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,292210,Chumbo,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,500568,Chumbo,MS,10,2,6,2,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0
MUNDO NOVO,521405,Chumbo,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
MUNHOZ,314380,Chumbo,MG,14,10,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNIZ FERREIRA,292220,Chumbo,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUQUEM DE SAO FRANCISCO,292225,Chumbo,BA,13,6,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUQUI,320380,Chumbo,ES,20,0,0,16,4,0,4,0.2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
MURITIBA,292230,Chumbo,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MUZAMBINHO,314410,Chumbo,MG,18,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1
NACIP RAYDAN,314420,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANUQUE,314430,Chumbo,MG,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,5
NAO-ME-TOQUE,431265,Chumbo,RS,38,0,34,4,0,0,0,0,0,0,0,0,0,0,2,0,0,21,1,4,0,0,0,0,0,0,0,0
NARANDIBA,353220,Chumbo,SP,23,0,2,16,5,0,5,0.21739130434782608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NATIVIDADE,171420,Chumbo,TO,18,0,5,12,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
NATIVIDADE,330310,Chumbo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
NAVIRAI,500570,Chumbo,MS,58,17,19,22,0,0,0,0,0,0,0,0,4,0,1,0,0,45,0,1,0,0,0,0,0,0,0,0
NAZARE,171430,Chumbo,TO,15,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NAZARE,292250,Chumbo,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
NAZARE PAULISTA,353240,Chumbo,SP,39,10,17,7,5,0,5,0.1724137931034483,0,0,0,0,6,0,0,0,0,8,0,3,0,0,0,0,0,0,0,1
NAZARENO,314450,Chumbo,MG,27,19,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
NAZARIO,521440,Chumbo,GO,10,1,7,1,1,0,1,0.1111111111111111,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
NEROPOLIS,521450,Chumbo,GO,50,10,20,9,10,1,11,0.275,0.025,0,0,1,0,0,0,0,0,21,0,3,0,0,0,0,0,1,1,1
NHANDEARA,353260,Chumbo,SP,44,9,8,24,2,1,3,0.08571428571428572,0.02857142857142857,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
NILO PECANHA,292260,Chumbo,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NIOAQUE,500580,Chumbo,MS,20,4,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
NIPOA,353270,Chumbo,SP,22,0,8,13,1,0,1,0.045454545454545456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NIQUELANDIA,521460,Chumbo,GO,2,2,0,0,0,0,0,NA,NA,4,1,0,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0
NONOAI,431270,Chumbo,RS,112,1,108,3,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
NOSSA SENHORA DO SOCORRO,280480,Chumbo,SE,3,1,1,1,0,0,0,0,0,0,0,2,0,0,4,0,0,42,0,6,0,0,0,0,0,0,0,0
NOVA ALIANCA DO IVAI,411650,Chumbo,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ALVORADA DO SUL,500600,Chumbo,MS,32,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,1,0,0,0,0,0,0,0,0
NOVA AMERICA,521470,Chumbo,GO,8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA AMERICA DA COLINA,411660,Chumbo,PR,25,1,17,5,2,0,2,0.08333333333333333,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
NOVA ANDRADINA,500620,Chumbo,MS,38,11,12,15,0,0,0,0,0,0,0,0,3,0,1,0,1,20,0,6,0,0,0,0,0,0,1,2
NOVA ARACA,431280,Chumbo,RS,31,1,28,2,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,4,0,0,0,0,0,0,0,0
NOVA AURORA,411670,Chumbo,PR,69,2,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
NOVA BASSANO,431290,Chumbo,RS,108,0,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0
NOVA BELEM,314467,Chumbo,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,431300,Chumbo,RS,32,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOVA CAMPINA,353282,Chumbo,SP,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
NOVA CANAA,292270,Chumbo,BA,17,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOVA CANAA PAULISTA,353284,Chumbo,SP,37,12,14,7,4,0,4,0.16,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
NOVA CANTU,411680,Chumbo,PR,58,1,29,25,3,0,3,0.05263157894736842,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NOVA CRIXAS,521483,Chumbo,GO,12,5,4,2,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
NOVA ERECHIM,421140,Chumbo,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0
NOVA ESPERANCA,411690,Chumbo,PR,31,3,14,10,4,0,4,0.14285714285714285,0,0,0,0,1,0,3,0,1,21,1,5,1,0,0,0,0,0,0,0
NOVA ESPERANCA DO SUDOESTE,411695,Chumbo,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
NOVA ESPERANCA DO SUL,431303,Chumbo,RS,34,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NOVA FATIMA,292273,Chumbo,BA,16,4,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOVA GLORIA,521486,Chumbo,GO,8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
NOVA GRANADA,353300,Chumbo,SP,58,1,14,35,8,0,8,0.14035087719298245,0,0,0,0,0,0,0,0,0,9,2,3,0,0,0,0,0,0,1,0
NOVA GUATAPORANGA,353310,Chumbo,SP,17,6,1,8,2,0,2,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IBIA,292275,Chumbo,BA,14,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IGUACU DE GOIAS,521487,Chumbo,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOVA LARANJEIRAS,411705,Chumbo,PR,26,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
NOVA LIMA,314480,Chumbo,MG,34,10,12,0,12,0,12,0.5,0,2,0,4,0,0,2,0,0,46,1,19,6,1,0,0,1,0,0,5
NOVA LONDRINA,411710,Chumbo,PR,20,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,1,3
NOVA LUZITANIA,353330,Chumbo,SP,20,3,5,4,8,0,8,0.47058823529411764,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
NOVA OLIMPIA,411720,Chumbo,PR,19,0,8,9,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NOVA OLINDA,171488,Chumbo,TO,14,0,4,9,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,431310,Chumbo,RS,33,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,431320,Chumbo,RS,65,0,59,6,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,4,0,1,0,0,0,0,0,1
NOVA PRATA,431330,Chumbo,RS,30,0,24,6,0,0,0,0,0,0,0,0,2,0,2,0,0,13,6,3,0,0,0,0,0,0,0,1
NOVA PRATA DO IGUACU,411725,Chumbo,PR,50,1,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
NOVA REDENCAO,292285,Chumbo,BA,15,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA RESENDE,314510,Chumbo,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0
NOVA ROMA DO SUL,431335,Chumbo,RS,70,0,59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOVA SANTA RITA,431337,Chumbo,RS,23,5,15,2,0,1,1,0.05555555555555555,0.05555555555555555,0,0,0,1,0,1,0,0,34,1,12,0,0,0,0,0,0,0,3
NOVA SANTA ROSA,411722,Chumbo,PR,19,1,10,7,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0
NOVA SERRANA,314520,Chumbo,MG,18,5,11,0,0,2,2,0.15384615384615385,0.15384615384615385,0,0,4,1,0,1,0,0,35,63,35,0,0,0,0,0,0,0,3
NOVA SOURE,292290,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
NOVA TEBAS,411727,Chumbo,PR,48,2,30,14,2,0,2,0.043478260869565216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOVA UNIAO,313660,Chumbo,MG,7,3,1,1,2,0,2,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NOVA VENEZA,521500,Chumbo,GO,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0
NOVA VICOSA,292300,Chumbo,BA,29,24,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,5,0,0,0,0,0,0,0,4
NOVO BRASIL,521520,Chumbo,GO,10,1,7,1,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO GAMA,521523,Chumbo,GO,10,2,1,2,5,0,5,0.625,0,0,0,0,0,0,2,0,0,10,0,6,0,0,0,0,0,0,0,4
NOVO HORIZONTE,353350,Chumbo,SP,34,2,17,14,1,0,1,0.03125,0,0,0,0,1,0,0,0,0,21,0,5,0,0,0,0,0,0,0,1
NOVO HORIZONTE DO SUL,500625,Chumbo,MS,14,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NOVO ITACOLOMI,411729,Chumbo,PR,15,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
NOVO PLANALTO,521525,Chumbo,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
NOVO TRIUNFO,292305,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OLEO,353380,Chumbo,SP,16,0,0,15,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLINDINA,292310,Chumbo,BA,13,11,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
ONCA DE PITANGUI,314580,Chumbo,MG,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ONDA VERDE,353400,Chumbo,SP,20,5,6,8,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ORIENTE,353410,Chumbo,SP,15,2,5,3,5,0,5,0.38461538461538464,0,0,0,0,1,0,0,0,0,11,1,4,0,0,0,0,0,0,0,0
ORINDIUVA,353420,Chumbo,SP,24,4,6,12,2,0,2,0.1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0
ORIZANIA,314587,Chumbo,MG,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORIZONA,521530,Chumbo,GO,13,0,8,2,3,0,3,0.23076923076923078,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
ORTIGUEIRA,411730,Chumbo,PR,99,1,73,25,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
OSCAR BRESSANE,353450,Chumbo,SP,16,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OSORIO,431350,Chumbo,RS,45,7,28,10,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,5,0,0,0,0,0,0,0,1
OSVALDO CRUZ,353460,Chumbo,SP,45,11,12,16,6,0,6,0.17647058823529413,0,0,0,0,0,0,2,0,0,21,0,2,0,0,0,0,0,0,0,0
OTACILIO COSTA,421175,Chumbo,SC,16,0,2,14,0,0,0,0,0,0,0,2,1,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0
OURICANGAS,292330,Chumbo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OURICURI,260990,Chumbo,PE,1,1,0,0,0,0,0,NA,NA,1,0,0,0,0,1,0,0,10,1,5,0,0,0,0,0,0,0,0
OURIZONA,411740,Chumbo,PR,20,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
OURO BRANCO,314590,Chumbo,MG,28,28,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,22,0,10,0,0,0,0,0,0,0,3
