municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_600001,cnae_891600,cnae_1313800,cnae_1340502,cnae_2019399,cnae_2031200,cnae_2061400,cnae_2033900,cnae_2093200,cnae_2211100,cnae_2212900,cnae_2219600,cnae_2311700,cnae_2342701,cnae_2342702,cnae_2349401,cnae_2349499,cnae_2399199
FAXINALZINHO,430805,Bário,RS,31,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
FAZENDA NOVA,520760,Bário,GO,14,4,0,0,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
FAZENDA RIO GRANDE,410765,Bário,PR,35,15,1,3,16,0,16,0.8,0,0,0,1,0,0,0,1,0,1,0,5,3,1,0,40,0,6,2
FEIRA DE SANTANA,291080,Bário,BA,10,9,0,1,0,0,0,0,0,0,1,2,0,2,1,59,0,5,3,15,37,11,0,17,0,26,9
FELISBURGO,312560,Bário,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FELIXLANDIA,312570,Bário,MG,45,22,0,17,6,0,6,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
FELIZ,430810,Bário,RS,385,46,57,33,249,0,249,0.7345132743362832,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,2,0
FENIX,410770,Bário,PR,17,3,9,4,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FERCAL,530010,Bário,DF,49,0,2,10,37,0,37,0.7551020408163265,0,0,9,1,4,3,2,43,0,2,5,24,90,32,0,44,0,184,21
FERNANDES PINHEIRO,410773,Bário,PR,40,16,0,6,18,0,18,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDES TOURINHO,312580,Bário,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
FERNANDO PRESTES,351560,Bário,SP,39,0,0,11,28,0,28,0.717948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDOPOLIS,351550,Bário,SP,43,11,6,15,11,0,11,0.34375,0,0,0,1,0,0,1,10,0,1,0,0,2,0,0,0,0,1,1
FERNAO,351565,Bário,SP,19,3,0,0,16,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FIGUEIRA,410775,Bário,PR,36,0,6,20,10,0,10,0.2777777777777778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
FIGUEIRAO,500390,Bário,MS,13,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGUEIROPOLIS,170765,Bário,TO,31,13,1,4,13,0,13,0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FILADELFIA,170770,Bário,TO,66,1,0,2,63,0,63,0.9692307692307692,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
FIRMINO ALVES,291090,Bário,BA,11,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FIRMINOPOLIS,520780,Bário,GO,30,5,11,3,11,0,11,0.44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
FLOR DA SERRA DO SUL,410785,Bário,PR,42,1,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORA RICA,351580,Bário,SP,17,5,0,0,12,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
FLORAI,410780,Bário,PR,40,0,10,0,30,0,30,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0
FLOREAL,351590,Bário,SP,23,6,0,0,17,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORES DA CUNHA,430820,Bário,RS,370,1,317,41,11,0,11,0.02981029810298103,0,0,0,1,0,1,0,0,0,2,0,1,3,3,0,11,0,3,0
FLORESTA,410790,Bário,PR,21,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
FLORESTA AZUL,291100,Bário,BA,15,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTAL,312600,Bário,MG,17,7,0,0,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FLORESTOPOLIS,410800,Bário,PR,20,1,5,9,5,0,5,0.2631578947368421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FLORIANOPOLIS,420540,Bário,SC,175,4,2,44,124,1,125,0.7309941520467836,0.005847953216374269,0,0,1,0,1,0,7,0,3,0,5,13,4,0,4,0,115,5
FLORIDA PAULISTA,351600,Bário,SP,59,14,1,9,35,0,35,0.7777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FLORINIA,351610,Bário,SP,14,0,7,4,3,0,3,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FONTOURA XAVIER,430830,Bário,RS,41,0,19,0,22,0,22,0.5365853658536586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0
FORMIGUEIRO,430840,Bário,RS,36,2,3,2,29,0,29,0.8529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
FORMOSA,520800,Bário,GO,58,3,14,16,23,2,25,0.45454545454545453,0.03636363636363636,0,4,0,0,0,0,7,0,0,0,2,2,1,0,17,0,3,2
FORMOSA DO OESTE,410820,Bário,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,1,0,0,0
FORMOSA DO RIO PRETO,291110,Bário,BA,22,8,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
FORMOSA DO SUL,420543,Bário,SC,32,0,0,4,27,1,28,0.875,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSO,312620,Bário,MG,28,20,0,0,8,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FORMOSO,520810,Bário,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
FORMOSO DO ARAGUAIA,170820,Bário,TO,24,8,1,6,9,0,9,0.5625,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0
FORTALEZA,230440,Bário,CE,16,2,0,1,13,0,13,0.9285714285714286,0,6,2,8,3,3,3,202,3,20,4,50,107,13,1,27,1,77,24
FORTALEZA DE MINAS,312630,Bário,MG,24,14,0,8,2,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
FORTALEZA DOS VALOS,430845,Bário,RS,20,0,7,9,4,0,4,0.2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
FOZ DO IGUACU,410830,Bário,PR,58,0,8,47,3,0,3,0.05172413793103448,0,0,0,0,0,0,0,14,0,0,0,11,3,4,1,11,0,11,0
FOZ DO JORDAO,410845,Bário,PR,28,0,16,10,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FRANCA,351620,Bário,SP,18,2,0,16,0,0,0,0,0,0,1,0,0,5,2,12,0,8,0,7,131,0,0,2,0,15,1
FRANCISCO ALVES,410832,Bário,PR,58,4,16,25,13,0,13,0.24074074074074073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1
FRANCISCO BELTRAO,410840,Bário,PR,56,0,14,42,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,4,0,0,2,0,4,1
FRANCISCO DUMONT,312660,Bário,MG,18,4,0,6,8,0,8,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCOPOLIS,312675,Bário,MG,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREDERICO WESTPHALEN,430850,Bário,RS,15,1,0,4,10,0,10,0.7142857142857143,0,0,1,0,0,0,0,5,0,0,0,1,3,0,0,4,0,1,1
FUNDAO,320220,Bário,ES,24,0,0,16,8,0,8,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
FUNILANDIA,312720,Bário,MG,10,0,0,1,9,0,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GABRIEL MONTEIRO,351650,Bário,SP,21,3,1,2,15,0,15,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALIA,351660,Bário,SP,17,3,0,0,13,1,14,1,0.07142857142857142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
GALVAO,420560,Bário,SC,33,6,4,4,19,0,19,0.7037037037037037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GAMA,530010,Bário,DF,46,0,10,19,17,0,17,0.3695652173913043,0,0,9,1,4,3,2,43,0,2,5,24,90,32,0,44,0,184,21
GAMELEIRA DE GOIAS,520815,Bário,GO,8,5,0,1,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANDU,291120,Bário,BA,16,11,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
GARANHUNS,260600,Bário,PE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,6,0,0,0,4,6,0,0,5,0,2,0
GARARU,280240,Bário,SE,17,8,0,7,2,0,2,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARIBALDI,430860,Bário,RS,184,1,117,37,29,0,29,0.15846994535519127,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1
GAROPABA,420570,Bário,SC,133,0,0,9,124,0,124,0.9323308270676691,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0
GASTAO VIDIGAL,351680,Bário,SP,23,5,0,0,18,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GAURAMA,430870,Bário,RS,32,8,0,6,18,0,18,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GAVIAO,291125,Bário,BA,12,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GENERAL CAMARA,430880,Bário,RS,48,0,2,7,39,0,39,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
GENERAL CARNEIRO,410850,Bário,PR,53,0,24,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
GENERAL SALGADO,351690,Bário,SP,68,3,1,1,63,0,63,0.9692307692307692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GENTIO DO OURO,291130,Bário,BA,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
GETULIO VARGAS,430890,Bário,RS,54,2,25,7,20,0,20,0.38461538461538464,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,2,0
GIRUA,430900,Bário,RS,73,7,33,14,19,0,19,0.2878787878787879,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,82,0,5,3
GLAUCILANDIA,312735,Bário,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GLICERIO,351710,Bário,SP,64,0,4,37,23,0,23,0.359375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,2
GLORIA,291140,Bário,BA,14,14,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GLORINHA,430905,Bário,RS,28,2,2,8,16,0,16,0.6153846153846154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GODOY MOREIRA,410855,Bário,PR,27,0,5,11,11,0,11,0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOIANAPOLIS,520840,Bário,GO,12,6,0,0,6,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,0,1,1
GOIANESIA,520860,Bário,GO,23,5,7,0,11,0,11,0.6111111111111112,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,11,0,4,3
GOIANIA,520870,Bário,GO,63,27,1,3,32,0,32,0.8888888888888888,0,3,8,1,13,2,8,51,0,7,11,68,51,13,6,25,1,58,20
GOIANORTE,170830,Bário,TO,10,0,0,6,4,0,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GOIAS,520890,Bário,GO,37,6,16,6,9,0,9,0.2903225806451613,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,28,2
GOIATINS,170900,Bário,TO,84,1,4,16,63,0,63,0.7590361445783133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOIATUBA,520910,Bário,GO,79,24,32,0,23,0,23,0.41818181818181815,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,5,0,0,0
GOIOERE,410860,Bário,PR,36,1,7,12,16,0,16,0.45714285714285713,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,1
GOIOXIM,410865,Bário,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GONCALVES,312740,Bário,MG,12,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,5,0
GONGOGI,291150,Bário,BA,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOUVEIA,312760,Bário,MG,14,12,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GOUVELANDIA,520915,Bário,GO,8,4,0,1,3,0,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
GRAMADO,430910,Bário,RS,74,0,63,5,6,0,6,0.08108108108108109,0,0,0,3,0,0,1,3,0,0,0,0,1,0,0,2,0,12,0
GRANDES RIOS,410870,Bário,PR,49,0,15,20,14,0,14,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
GRAO MOGOL,312780,Bário,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
GRAVATAI,430920,Bário,RS,28,4,1,6,17,0,17,0.7083333333333334,0,0,0,1,0,2,0,38,1,3,2,15,30,2,0,32,0,21,4
GRUPIARA,312790,Bário,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUABIRUBA,420630,Bário,SC,13,2,0,7,4,0,4,0.36363636363636365,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,4,0,2,0
GUAIBA,430930,Bário,RS,41,8,3,10,20,0,20,0.6060606060606061,0,0,0,1,0,2,0,14,0,1,0,4,1,2,0,2,0,2,4
GUAIRA,410880,Bário,PR,97,0,43,54,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,2,0,0,14,0,1,1
GUAIRACA,410890,Bário,PR,20,10,0,2,8,0,8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAJERU,291165,Bário,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
GUAMIRANGA,410895,Bário,PR,40,3,8,20,9,0,9,0.24324324324324326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
GUAPIARA,351760,Bário,SP,194,48,0,5,141,0,141,0.9657534246575342,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
GUAPIRAMA,410900,Bário,PR,20,7,5,0,8,0,8,0.6153846153846154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
GUAPO,520920,Bário,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39,0,5,0
GUAPORE,430940,Bário,RS,35,1,2,6,25,1,26,0.7647058823529411,0.029411764705882353,0,0,0,0,0,0,5,0,1,0,0,2,1,0,12,0,0,0
GUAPOREMA,410910,Bário,PR,21,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
GUARACI,410920,Bário,PR,40,9,10,11,10,0,10,0.3225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GUARACIABA,312820,Bário,MG,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARACIABA,420640,Bário,SC,55,3,11,35,6,0,6,0.11538461538461539,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,1
GUARAI,170930,Bário,TO,28,0,5,8,15,0,15,0.5357142857142857,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,12,0,1,2
GUARAITA,520929,Bário,GO,3,1,1,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
GUARAMIRANGA,230510,Bário,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GUARANESIA,312830,Bário,MG,36,28,0,8,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,5,0,4,0
GUARANI D'OESTE,351800,Bário,SP,21,9,0,0,12,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARANI DAS MISSOES,430950,Bário,RS,49,0,39,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0
GUARANI DE GOIAS,520940,Bário,GO,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARANIACU,410930,Bário,PR,66,0,31,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0
GUARAPARI,320240,Bário,ES,22,0,2,11,9,0,9,0.4090909090909091,0,1,0,0,0,0,1,3,1,0,0,0,13,0,0,3,0,30,1
GUARAPUAVA,410940,Bário,PR,127,2,54,63,8,0,8,0.064,0,0,0,0,0,1,0,7,0,1,0,17,9,6,1,1,0,4,2
GUARAQUECABA,410950,Bário,PR,24,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAREMA,351830,Bário,SP,56,8,0,18,30,0,30,0.625,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,4,0,6,5
GUARATINGA,291180,Bário,BA,11,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
GUARATUBA,410960,Bário,PR,38,2,9,16,11,0,11,0.3055555555555556,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4
GUARDA-MOR,312860,Bário,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
GUAREI,351850,Bário,SP,52,0,0,2,50,0,50,0.9615384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GUARIBA,351860,Bário,SP,16,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
GUARUJA,351870,Bário,SP,29,3,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,1,0,20,0
GUARUJA DO SUL,420660,Bário,SC,59,5,6,22,26,0,26,0.48148148148148145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARULHOS,351880,Bário,SP,38,0,19,13,6,0,6,0.15789473684210525,0,0,0,9,6,7,21,36,4,30,2,32,170,30,0,13,0,65,34
GUATAMBU,420665,Bário,SC,61,4,0,19,38,0,38,0.6666666666666666,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
GUAXUPE,312870,Bário,MG,11,7,0,2,2,0,2,0.5,0,0,0,2,0,0,0,4,0,0,0,2,10,0,0,8,0,2,1
GUIA LOPES DA LAGUNA,500410,Bário,MS,15,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0
GUIDOVAL,312880,Bário,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GUIRICEMA,312900,Bário,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0
GURINHATA,312910,Bário,MG,15,7,0,1,7,0,7,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GURUPI,170950,Bário,TO,28,9,0,8,11,0,11,0.5789473684210527,0,0,0,0,0,0,2,11,0,0,0,4,4,1,0,26,0,5,2
GUZOLANDIA,351890,Bário,SP,18,0,0,1,17,0,17,0.9444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEITORAI,520960,Bário,GO,6,2,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
HELIODORA,312920,Bário,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0
HERVAL,430710,Bário,RS,8,0,3,3,2,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HERVEIRAS,430957,Bário,RS,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDROLANDIA,520970,Bário,GO,125,13,55,14,43,0,43,0.38392857142857145,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,7,0,5,1
HONORIO SERPA,410965,Bário,PR,29,3,14,6,6,0,6,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HORIZONTINA,430960,Bário,RS,29,3,1,6,19,0,19,0.7307692307692307,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,4,0,0,0
HORTOLANDIA,351907,Bário,SP,19,1,0,4,14,0,14,0.7777777777777778,0,0,0,0,0,0,0,4,0,2,0,4,9,0,0,2,0,11,0
HUMAITA,430970,Bário,RS,40,1,24,11,4,0,4,0.10256410256410256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0
IACRI,351920,Bário,SP,23,6,0,1,16,0,16,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IACU,291190,Bário,BA,26,11,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,0,0,0
IARAS,351925,Bário,SP,10,2,0,2,6,0,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBAITI,410970,Bário,PR,104,16,19,37,32,0,32,0.36363636363636365,0,0,2,0,0,0,0,3,0,0,0,3,2,1,0,10,0,1,1
IBATIBA,320245,Bário,ES,17,5,0,6,6,0,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IBEMA,410975,Bário,PR,21,2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIACA,430980,Bário,RS,39,0,29,9,1,0,1,0.02564102564102564,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
IBIAI,312960,Bário,MG,23,12,0,0,11,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
IBIAM,420675,Bário,SC,16,1,1,1,13,0,13,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIASSUCE,291200,Bário,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
IBICARE,420680,Bário,SC,23,2,0,2,19,0,19,0.9047619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBICOARA,291220,Bário,BA,15,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IBICUI,291230,Bário,BA,15,9,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IBIPEBA,291240,Bário,BA,7,7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IBIRA,351940,Bário,SP,47,11,2,5,29,0,29,0.8055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
IBIRACATU,312965,Bário,MG,12,3,0,3,5,1,6,0.6666666666666666,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRACI,312970,Bário,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAIARAS,430990,Bário,RS,49,1,38,9,1,0,1,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IBIRAMA,420690,Bário,SC,35,3,0,2,30,0,30,0.9375,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0
IBIRAPITANGA,291270,Bário,BA,13,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAPUA,291280,Bário,BA,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
IBIRATAIA,291290,Bário,BA,18,13,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
IBIRITE,312980,Bário,MG,23,8,0,0,15,0,15,1,0,0,0,0,0,0,1,6,0,1,0,1,7,0,0,3,0,8,4
IBIRUBA,431000,Bário,RS,45,1,31,8,5,0,5,0.11363636363636363,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,13,0,2,0
IBITIARA,291300,Bário,BA,13,6,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IBITITA,291310,Bário,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
IBITIURA DE MINAS,312990,Bário,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
IBIUNA,351970,Bário,SP,18,0,0,6,12,0,12,0.6666666666666666,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,13,0,1,1
IBOTIRAMA,291320,Bário,BA,12,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0
ICARAI DE MINAS,313005,Bário,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICARAIMA,410990,Bário,PR,57,15,4,17,17,4,21,0.5,0.09523809523809523,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0
