municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_600001,cnae_891600,cnae_1313800,cnae_1340502,cnae_2019399,cnae_2031200,cnae_2061400,cnae_2033900,cnae_2093200,cnae_2211100,cnae_2212900,cnae_2219600,cnae_2311700,cnae_2342701,cnae_2342702,cnae_2349401,cnae_2349499,cnae_2399199
MANSIDAO,292045,Bário,BA,13,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANTENOPOLIS,320330,Bário,ES,36,0,0,25,11,0,11,0.3055555555555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MARA ROSA,521280,Bário,GO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
MARABA PAULISTA,352870,Bário,SP,19,5,0,0,14,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MARACAI,352880,Bário,SP,35,0,21,6,7,1,8,0.22857142857142856,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MARACAJU,500540,Bário,MS,83,10,57,5,11,0,11,0.1506849315068493,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,4,0,1,0
MARACAS,292050,Bário,BA,50,39,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
MARAGOGIPE,292060,Bário,BA,31,27,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0
MARANGUAPE,230770,Bário,CE,1,1,0,0,0,0,0,NA,NA,0,0,1,0,0,0,2,0,0,0,0,2,0,0,4,0,13,0
MARAU,292070,Bário,BA,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MARAU,431180,Bário,RS,32,2,0,0,30,0,30,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,9,0,1,0
MARAVILHA,421050,Bário,SC,34,0,0,3,31,0,31,0.9117647058823529,0,0,0,0,0,0,2,4,0,0,0,5,1,0,0,3,0,0,1
MARAVILHAS,313970,Bário,MG,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,1
MARCELINO RAMOS,431190,Bário,RS,33,6,7,0,20,0,20,0.7407407407407407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
MARCIONILIO SOUZA,292080,Bário,BA,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
MARECHAL DEODORO,270470,Bário,AL,138,126,0,6,6,0,6,0.5,0,1,0,0,0,2,4,4,0,0,0,0,1,0,2,0,0,3,5
MARECHAL FLORIANO,320334,Bário,ES,12,1,1,7,3,0,3,0.2727272727272727,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MAREMA,421055,Bário,SC,21,3,3,5,10,0,10,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIA HELENA,411470,Bário,PR,38,12,1,13,12,0,12,0.46153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
MARIANA PIMENTEL,431198,Bário,RS,20,0,2,6,12,0,12,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MARIANO MORO,431200,Bário,RS,31,1,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANOPOLIS DO TOCANTINS,171250,Bário,TO,5,0,0,3,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIAPOLIS,352890,Bário,SP,44,10,0,11,23,0,23,0.6764705882352942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARICA,330270,Bário,RJ,8,0,0,0,8,0,8,1,0,0,0,0,0,0,0,2,0,1,0,0,13,0,1,9,0,25,1
MARILANDIA DO SUL,411490,Bário,PR,42,0,30,12,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,0,1,0
MARILENA,411500,Bário,PR,12,4,4,0,4,0,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0
MARINGA,411520,Bário,PR,92,6,23,36,27,0,27,0.313953488372093,0,1,2,1,5,1,1,35,0,3,1,21,29,3,3,5,0,33,13
MARINOPOLIS,352910,Bário,SP,24,6,0,0,18,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIOPOLIS,411530,Bário,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
MARIPA,411535,Bário,PR,60,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
MARMELEIRO,411540,Bário,PR,36,0,4,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,1
MARQUES DE SOUZA,431205,Bário,RS,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
MARQUINHO,411545,Bário,PR,32,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINHO CAMPOS,314050,Bário,MG,20,4,0,10,6,0,6,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MARTINS SOARES,314053,Bário,MG,22,3,15,2,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASCOTE,292090,Bário,BA,40,30,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
MATA,431210,Bário,RS,44,1,0,0,43,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MATA DE SAO JOAO,292100,Bário,BA,66,53,0,13,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,19,0,3,1
MATA VERDE,314055,Bário,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATEIROS,171270,Bário,TO,6,0,0,3,3,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATELANDIA,411560,Bário,PR,49,15,30,1,3,0,3,0.08823529411764706,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,4,0,6,0
MATERLANDIA,314060,Bário,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MATHIAS LOBATO,317150,Bário,MG,24,17,6,0,0,1,1,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
MATIAS CARDOSO,314085,Bário,MG,45,32,0,0,13,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MATINHOS,411570,Bário,PR,20,1,9,9,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,5,0
MATIPO,314090,Bário,MG,16,4,9,0,3,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATO RICO,411573,Bário,PR,18,0,10,7,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATO VERDE,314100,Bário,MG,11,9,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
MATOS COSTA,421070,Bário,SC,18,0,2,1,15,0,15,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MATOZINHOS,314110,Bário,MG,10,4,0,1,5,0,5,0.8333333333333334,0,0,2,0,0,2,0,2,0,0,0,6,3,0,0,12,0,5,5
MATUTINA,314120,Bário,MG,15,7,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAUA DA SERRA,411575,Bário,PR,17,0,5,6,6,0,6,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MAURILANDIA,521300,Bário,GO,10,0,2,2,6,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
MAXIMILIANO DE ALMEIDA,431220,Bário,RS,50,2,25,4,19,0,19,0.3958333333333333,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0
MEDEIROS,314130,Bário,MG,6,0,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDEIROS NETO,292110,Bário,BA,29,22,0,7,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0
MEDIANEIRA,411580,Bário,PR,32,0,4,8,20,0,20,0.625,0,0,0,0,0,0,0,3,0,0,0,6,0,2,0,10,0,4,1
MEDINA,314140,Bário,MG,10,6,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
MERCES,314160,Bário,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
MERIDIANO,352960,Bário,SP,46,10,0,11,25,0,25,0.6944444444444444,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
MESOPOLIS,352965,Bário,SP,38,5,0,3,30,0,30,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL CALMON,292120,Bário,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
MIGUEL PEREIRA,330290,Bário,RJ,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,3,0
MIGUELOPOLIS,352970,Bário,SP,33,0,16,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,3,0
MIMOSO DE GOIAS,521305,Bário,GO,12,6,2,1,3,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINACU,521308,Bário,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0
MINAS DO LEAO,431225,Bário,RS,30,0,2,6,22,0,22,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MINAS NOVAS,314180,Bário,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0
MINDURI,314190,Bário,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIRA ESTRELA,353000,Bário,SP,26,6,0,1,19,0,19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRABELA,314200,Bário,MG,7,5,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MIRACATU,352990,Bário,SP,100,2,44,10,44,0,44,0.4489795918367347,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3
MIRACEMA,330300,Bário,RJ,6,1,0,0,5,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,1
MIRACEMA DO TOCANTINS,171320,Bário,TO,19,3,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,15,0,7,0
MIRADOR,411590,Bário,PR,15,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
MIRAGUAI,431230,Bário,RS,85,0,81,1,3,0,3,0.03529411764705882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIRAI,314220,Bário,MG,12,0,2,2,8,0,8,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
MIRANDA,500560,Bário,MS,7,4,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,1,0,8,0,4,0
MIRANGABA,292140,Bário,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MIRANORTE,171330,Bário,TO,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0
MIRANTE,292145,Bário,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRANTE DO PARANAPANEMA,353020,Bário,SP,83,22,0,10,51,0,51,0.8360655737704918,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0
MIRAVANIA,314225,Bário,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIRIM DOCE,421085,Bário,SC,34,2,0,6,26,0,26,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISSAL,411605,Bário,PR,19,3,10,5,1,0,1,0.0625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MOCOCA,353050,Bário,SP,83,10,1,62,10,0,10,0.136986301369863,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,16,0,3,0
MODELO,421090,Bário,SC,75,11,16,31,17,0,17,0.265625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MOEDA,314230,Bário,MG,26,12,0,12,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOITA BONITA,280410,Bário,SE,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
MOMBACA,230850,Bário,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0
MOMBUCA,353090,Bário,SP,13,0,6,0,7,0,7,0.5384615384615384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MONCOES,353100,Bário,SP,21,5,1,5,10,0,10,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MONDAI,421100,Bário,SC,47,7,4,6,30,0,30,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0
MONGAGUA,353110,Bário,SP,22,0,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0
MONSENHOR PAULO,314260,Bário,MG,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MONSENHOR TABOSA,230860,Bário,CE,15,4,0,8,3,0,3,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MONTALVANIA,314270,Bário,MG,77,72,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
MONTANHA,320350,Bário,ES,20,0,0,16,4,0,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
MONTE ALEGRE DE GOIAS,521350,Bário,GO,20,7,8,2,2,1,3,0.23076923076923078,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MONTE ALTO,353130,Bário,SP,60,0,0,35,25,0,25,0.4166666666666667,0,0,0,0,0,0,0,5,0,0,0,0,21,0,0,2,0,0,9
MONTE APRAZIVEL,353140,Bário,SP,72,0,3,27,42,0,42,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
MONTE AZUL,314290,Bário,MG,15,7,0,2,6,0,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
MONTE BELO,314300,Bário,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
MONTE CASTELO,421110,Bário,SC,41,0,0,0,41,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTE DO CARMO,171360,Bário,TO,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
MONTE FORMOSO,314315,Bário,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTE MOR,353180,Bário,SP,114,3,39,34,38,0,38,0.34234234234234234,0,0,0,2,0,0,4,2,0,3,0,0,2,0,0,14,0,4,0
MONTE SANTO DE MINAS,314320,Bário,MG,33,23,0,7,3,0,3,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,2
MONTE SANTO DO TOCANTINS,171370,Bário,TO,3,0,0,1,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTE SIAO,314340,Bário,MG,22,6,0,6,10,0,10,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
MONTEIRO LOBATO,353170,Bário,SP,80,22,6,35,17,0,17,0.29310344827586204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MONTENEGRO,431240,Bário,RS,50,20,5,14,11,0,11,0.36666666666666664,0,0,0,0,0,0,2,7,0,3,0,0,0,0,0,3,0,2,2
MONTES CLAROS,314330,Bário,MG,40,17,2,13,8,0,8,0.34782608695652173,0,0,2,4,0,0,0,15,0,1,0,3,20,3,0,11,0,15,5
MONTES CLAROS DE GOIAS,521370,Bário,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
MONTEZUMA,314345,Bário,MG,11,6,0,1,4,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MONTIVIDIU,521375,Bário,GO,21,8,7,5,1,0,1,0.07692307692307693,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
MORADA NOVA DE MINAS,314350,Bário,MG,14,7,1,3,3,0,3,0.42857142857142855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1
MOREIRA SALES,411610,Bário,PR,33,3,7,9,14,0,14,0.4666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
MORPARA,292160,Bário,BA,13,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MORRETES,411620,Bário,PR,44,7,17,2,18,0,18,0.4864864864864865,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0
MORRINHOS,521380,Bário,GO,46,7,22,2,15,0,15,0.38461538461538464,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,9,0,3,1
MORRO DA FUMACA,421120,Bário,SC,32,0,0,14,18,0,18,0.5625,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,102,0,13,2
MORRO DA GARCA,314360,Bário,MG,15,6,1,4,4,0,4,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRO DO CHAPEU,292170,Bário,BA,29,29,0,0,0,0,0,NA,NA,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,3,2
MORRO REDONDO,431245,Bário,RS,23,0,1,7,15,0,15,0.6521739130434783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0
MORRO REUTER,431247,Bário,RS,31,8,13,6,4,0,4,0.17391304347826086,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0
MORTUGABA,292180,Bário,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
MORUNGABA,353200,Bário,SP,14,0,1,2,11,0,11,0.7857142857142857,0,0,0,1,0,1,0,0,0,2,0,0,4,0,0,10,0,2,0
MOSTARDAS,431250,Bário,RS,17,3,0,1,13,0,13,0.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MOZARLANDIA,521400,Bário,GO,32,6,7,3,16,0,16,0.6153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
MUCAJAI,140030,Bário,RR,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0
MUCURI,292200,Bário,BA,33,30,0,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,7,0,1,1
MUCURICI,320360,Bário,ES,24,0,0,12,12,0,12,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUITOS CAPOES,431261,Bário,RS,59,0,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULUNGU,230910,Bário,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULUNGU DO MORRO,292205,Bário,BA,7,7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,292210,Bário,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
MUNDO NOVO,500568,Bário,MS,14,9,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,5,0
MUNDO NOVO,521405,Bário,GO,2,2,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0
MUNHOZ,314380,Bário,MG,14,10,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MUNIZ FERREIRA,292220,Bário,BA,15,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNIZ FREIRE,320370,Bário,ES,17,0,0,11,6,0,6,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
MUQUEM DE SAO FRANCISCO,292225,Bário,BA,13,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MUQUI,320380,Bário,ES,32,0,0,11,21,0,21,0.65625,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MURIBECA,280430,Bário,SE,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MURICILANDIA,171395,Bário,TO,11,0,0,5,6,0,6,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MURITIBA,292230,Bário,BA,16,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUZAMBINHO,314410,Bário,MG,18,10,0,6,2,0,2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,35,0,2,0
NACIP RAYDAN,314420,Bário,MG,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NANUQUE,314430,Bário,MG,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,4,0,2,1
NAO-ME-TOQUE,431265,Bário,RS,37,0,22,5,10,0,10,0.2702702702702703,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
NARANDIBA,353220,Bário,SP,23,2,0,4,17,0,17,0.8095238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATAL,240810,Bário,RN,3,0,0,0,3,0,3,1,0,26,3,3,0,0,2,48,0,2,0,7,30,6,1,20,0,45,7
NATIVIDADE,171420,Bário,TO,47,24,3,4,16,0,16,0.6956521739130435,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NATIVIDADE,330310,Bário,RJ,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0
NAVIRAI,500570,Bário,MS,60,44,11,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,3,0,0,0
NAZARE,171430,Bário,TO,73,25,18,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NAZARE,292250,Bário,BA,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
NAZARE PAULISTA,353240,Bário,SP,39,8,15,1,15,0,15,0.4838709677419355,0,0,1,0,1,0,0,1,0,0,0,1,5,2,0,15,0,4,0
NAZARENO,314450,Bário,MG,27,19,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NAZARIO,521440,Bário,GO,10,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
NEOPOLIS,280440,Bário,SE,50,4,0,16,30,0,30,0.6521739130434783,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0
NEROPOLIS,521450,Bário,GO,46,0,12,8,25,1,26,0.5652173913043478,0.021739130434782608,0,0,0,0,1,0,1,0,0,0,0,3,0,1,6,0,0,0
NHANDEARA,353260,Bário,SP,47,8,0,3,36,0,36,0.9230769230769231,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0
NILO PECANHA,292260,Bário,BA,12,10,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NIOAQUE,500580,Bário,MS,20,10,8,1,1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NIPOA,353270,Bário,SP,26,0,0,4,22,0,22,0.8461538461538461,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NIQUELANDIA,521460,Bário,GO,2,2,0,0,0,0,0,NA,NA,0,1,0,0,0,0,3,0,0,1,0,1,0,0,2,0,1,1
NONOAI,431270,Bário,RS,91,1,51,29,10,0,10,0.1111111111111111,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0
NOSSA SENHORA DAS DORES,280460,Bário,SE,3,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
NOSSA SENHORA DO SOCORRO,280480,Bário,SE,5,4,1,0,0,0,0,0,0,2,1,1,0,2,1,16,0,6,0,12,4,1,3,9,0,6,1
NOVA ALIANCA DO IVAI,411650,Bário,PR,16,6,0,5,5,0,5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ALVORADA DO SUL,500600,Bário,MS,32,6,23,0,3,0,3,0.11538461538461539,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0
NOVA AMERICA,521470,Bário,GO,8,2,1,2,3,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA AMERICA DA COLINA,411660,Bário,PR,23,0,11,10,2,0,2,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ANDRADINA,500620,Bário,MS,38,28,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,7,0,1,0
NOVA ARACA,431280,Bário,RS,31,1,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NOVA AURORA,411670,Bário,PR,70,0,38,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
