municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_111301,cnae_111302,cnae_111303,cnae_111399,cnae_112101,cnae_112102,cnae_112199,cnae_113000,cnae_114800,cnae_115600,cnae_116401,cnae_116402,cnae_116403,cnae_116499,cnae_119901,cnae_119902,cnae_119903,cnae_119904,cnae_119905,cnae_119906,cnae_119907,cnae_119908,cnae_119909,cnae_119999,cnae_121101,cnae_121102,cnae_122900,cnae_131800,cnae_132600,cnae_133401,cnae_133402,cnae_133403,cnae_133404,cnae_133405,cnae_133406,cnae_133407,cnae_133408,cnae_133409,cnae_133410,cnae_133411,cnae_133499,cnae_134200,cnae_135100,cnae_139301,cnae_139302,cnae_139303,cnae_139304,cnae_139305,cnae_139306,cnae_139399,cnae_141501,cnae_141502,cnae_142300,cnae_151201,cnae_151202,cnae_151203,cnae_152101,cnae_152102,cnae_152103,cnae_153901,cnae_153902,cnae_154700,cnae_155501,cnae_155502,cnae_155503,cnae_155504,cnae_155505,cnae_159899,cnae_161001,cnae_161003,cnae_210101,cnae_210102,cnae_210103,cnae_210104,cnae_210105,cnae_210106,cnae_210108,cnae_220902,cnae_1013901,cnae_1052000,cnae_2012600,cnae_2013401,cnae_2013402,cnae_2019399,cnae_2092401,cnae_2092402,cnae_2110600,cnae_2121101,cnae_2122000,cnae_3839401
ALMADINA,290090,Nitrato (como N),BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMAS,170040,Nitrato (como N),TO,96,50,0,12,33,1,34,0.7391304347826086,0.021739130434782608,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ALMENARA,310170,Nitrato (como N),MG,22,20,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0
ALMIRANTE TAMANDARE,410040,Nitrato (como N),PR,43,3,18,19,3,0,3,0.075,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,21,3,0,0,0,0,1,2,0,5,0,3,1,18,0,0,0,0,0,0,0
ALOANDIA,520050,Nitrato (como N),GO,30,9,8,8,5,0,5,0.23809523809523808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ALPERCATA,310180,Nitrato (como N),MG,5,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
ALPESTRE,430050,Nitrato (como N),RS,7,0,1,0,6,0,6,0.8571428571428571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
ALPINOPOLIS,310190,Nitrato (como N),MG,15,15,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,1,0,0,14,0,0,1,0,0,1,0,0,0,0
ALTAIR,350090,Nitrato (como N),SP,36,0,0,15,21,0,21,0.5833333333333334,0,0,14,0,0,0,0,0,171,0,10,12,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,96,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,51,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ALTAMIRA DO PARANA,410045,Nitrato (como N),PR,15,0,5,6,4,0,4,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ALTANEIRA,230060,Nitrato (como N),CE,29,1,3,11,14,0,14,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEROSA,310200,Nitrato (como N),MG,8,8,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
ALTINHO,260080,Nitrato (como N),PE,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0
ALTO ALEGRE,140005,Nitrato (como N),RR,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ALTO ALEGRE,350110,Nitrato (como N),SP,39,0,4,7,28,0,28,0.717948717948718,0,3,30,0,0,0,0,0,964,0,2,29,0,0,3,0,0,5,0,0,4,0,19,9,16,11,0,0,0,0,0,28,0,1,0,0,0,1,1,0,0,4,106,0,0,0,0,0,0,40,2,0,0,0,379,145,58,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ALTO ALEGRE,430055,Nitrato (como N),RS,18,0,1,0,17,0,17,0.9444444444444444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
ALTO HORIZONTE,520055,Nitrato (como N),GO,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ALTO JEQUITIBA,315350,Nitrato (como N),MG,8,2,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ALTO PARAISO,412862,Nitrato (como N),PR,40,14,9,6,11,0,11,0.4230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
ALTO PARAISO DE GOIAS,520060,Nitrato (como N),GO,22,3,8,6,5,0,5,0.2631578947368421,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ALTO PARANA,410060,Nitrato (como N),PR,45,17,0,11,16,1,17,0.6071428571428571,0.03571428571428571,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0
ALTO PIQUIRI,410070,Nitrato (como N),PR,66,15,14,21,16,0,16,0.3137254901960784,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0
ALTO RIO DOCE,310210,Nitrato (como N),MG,60,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0
ALTO RIO NOVO,320035,Nitrato (como N),ES,9,0,0,3,6,0,6,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,12,0,0,2,0,0,0,0,0,0,0,0,0,0
ALTO SANTO,230070,Nitrato (como N),CE,23,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0
ALTONIA,410050,Nitrato (como N),PR,59,17,7,16,19,0,19,0.4523809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
ALUMINIO,350115,Nitrato (como N),SP,77,1,2,26,48,0,48,0.631578947368421,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,0,0,0,0,1,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVARENGA,310220,Nitrato (como N),MG,4,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
ALVARES MACHADO,350130,Nitrato (como N),SP,48,7,1,21,19,0,19,0.4634146341463415,0,1,187,1,2,20,0,1,8,0,2,25,0,0,28,2,0,20,0,22,5,0,1,36,70,461,0,6,3,11,0,5,0,4,2,0,0,2,3,17,0,5,3,0,0,0,0,0,0,7,4,1,8,4,860,42,15,0,8,0,0,1,0,0,0,0,2,3,2,3,8,3,0,0,0,0,0,1,0,4,2,0,0,2,0,0,0,0,0,0,1
ALVARO DE CARVALHO,350140,Nitrato (como N),SP,17,0,4,1,11,1,12,0.7058823529411765,0.058823529411764705,0,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,74,0,0,0,0,0,0,11,0,0,0,0,120,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ALVINLANDIA,350150,Nitrato (como N),SP,26,8,0,14,4,0,4,0.2222222222222222,0,1,1,0,0,0,0,1,2,0,19,3,0,0,3,0,0,0,0,0,6,0,0,0,3,12,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,116,8,3,0,0,0,1,1,1,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ALVINOPOLIS,310230,Nitrato (como N),MG,8,0,0,7,1,0,1,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,1,8,0,4,1,0,0,0,0,0,0,0,0,0,0
ALVORADA,170070,Nitrato (como N),TO,22,1,0,3,18,0,18,0.8571428571428571,0,1,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0
ALVORADA,430060,Nitrato (como N),RS,32,0,0,0,32,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,2,2,0
ALVORADA DE MINAS,310240,Nitrato (como N),MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0
ALVORADA DO NORTE,520080,Nitrato (como N),GO,31,6,15,3,6,1,7,0.28,0.04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
AMAMBAI,500060,Nitrato (como N),MS,14,14,0,0,0,0,0,NA,NA,2,0,0,3,0,0,0,2,0,36,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,5,0,0,0,0,2,1,0,10,2,0,0,0,0,0,0,0,0,0,0
AMAPORA,410090,Nitrato (como N),PR,19,9,2,3,5,0,5,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AMARAL FERRADOR,430063,Nitrato (como N),RS,11,0,0,0,11,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMARALINA,520082,Nitrato (como N),GO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
AMARGOSA,290100,Nitrato (como N),BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0
AMELIA RODRIGUES,290110,Nitrato (como N),BA,14,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
AMERICANO DO BRASIL,520085,Nitrato (como N),GO,12,1,6,2,3,0,3,0.2727272727272727,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
AMETISTA DO SUL,430064,Nitrato (como N),RS,28,1,0,0,27,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0
AMORINOPOLIS,520090,Nitrato (como N),GO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
AMPARO DO SERRA,310250,Nitrato (como N),MG,10,7,0,2,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
AMPERE,410100,Nitrato (como N),PR,34,5,7,15,7,0,7,0.2413793103448276,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ANAGE,290120,Nitrato (como N),BA,4,4,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
ANAHY,410105,Nitrato (como N),PR,19,5,0,9,5,0,5,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ANAPOLIS,520110,Nitrato (como N),GO,112,30,13,2,67,0,67,0.8170731707317073,0,1,6,0,0,0,0,0,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,1,2,12,0,10,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,40,2,2,0,2,0,1,1,3,5,0,0,1,1,0,2,103,4,0,0,0,0,0,2,0,42,46,0,0,21,1,0,0,24,47,10,1
ANASTACIO,500070,Nitrato (como N),MS,10,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,4,6,5,2,0,0,0,0,0,0,0,0,0,1
ANAURILANDIA,500080,Nitrato (como N),MS,27,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,0,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0
ANCHIETA,320040,Nitrato (como N),ES,33,0,0,0,33,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,1,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0
ANCHIETA,420080,Nitrato (como N),SC,36,0,1,4,31,0,31,0.8611111111111112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ANDARAI,290130,Nitrato (como N),BA,11,6,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDRADAS,310260,Nitrato (como N),MG,26,16,0,4,6,0,6,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15,3,0,0,0,0,0,5,0,6,18,0,0,2,1,0,0,0,1,0,0
ANDRELANDIA,310280,Nitrato (como N),MG,10,2,0,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,8,0,2,0,0,0,57,0,1,24,0,0,0,0,0,0,0,0,0,0
ANGATUBA,350220,Nitrato (como N),SP,50,5,15,30,0,0,0,0,0,5,473,3,9,7,0,2,8,0,39,0,0,0,12,0,0,14,0,17,3,0,6,4,43,125,1,24,27,0,0,6,0,1,0,0,0,0,28,0,0,16,2,0,0,0,0,0,0,0,6,0,1,21,623,369,24,0,5,0,1,5,7,45,0,3,1,12,0,1,6,63,0,10,0,0,0,2,0,3,4,0,0,1,0,0,0,0,0,0,0
