municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_2019399,cnae_2073800,cnae_2092401,cnae_2092403,cnae_2093200,cnae_2094100,cnae_2110600,cnae_2121101,cnae_2122000,cnae_2449199,cnae_2452100,cnae_2539001,cnae_3831999,total_canes
NOVA AURORA,411670,Antimônio,PR,68,0,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
NOVA BASSANO,431290,Antimônio,RS,108,0,108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,18
NOVA BELEM,314467,Antimônio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,431300,Antimônio,RS,32,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NOVA CAMPINA,353282,Antimônio,SP,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
NOVA CANAA,292270,Antimônio,BA,13,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NOVA CANAA PAULISTA,353284,Antimônio,SP,41,14,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NOVA CANTU,411680,Antimônio,PR,58,0,27,28,3,0,3,0.05172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NOVA CRIXAS,521483,Antimônio,GO,14,10,1,1,1,1,2,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
NOVA ERECHIM,421140,Antimônio,SC,20,0,2,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,5
NOVA ESPERANCA,411690,Antimônio,PR,25,0,16,5,4,0,4,0.16,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,22
NOVA ESPERANCA DO SUDOESTE,411695,Antimônio,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3
NOVA ESPERANCA DO SUL,431303,Antimônio,RS,20,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NOVA FATIMA,292273,Antimônio,BA,7,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3
NOVA GLORIA,521486,Antimônio,GO,7,3,2,0,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
NOVA GRANADA,353300,Antimônio,SP,62,6,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
NOVA GUATAPORANGA,353310,Antimônio,SP,17,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IBIA,292275,Antimônio,BA,11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IGUACU,330350,Antimônio,RJ,2,0,2,0,0,0,0,0,0,1,1,1,3,0,6,0,1,3,0,5,5,253,71,350
NOVA IGUACU DE GOIAS,521487,Antimônio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NOVA LARANJEIRAS,411705,Antimônio,PR,28,0,16,10,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
NOVA LIMA,314480,Antimônio,MG,36,21,15,0,0,0,0,0,0,2,4,2,0,0,1,0,0,1,0,0,0,46,5,61
NOVA LONDRINA,411710,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15
NOVA LUZITANIA,353330,Antimônio,SP,23,2,11,1,7,2,9,0.42857142857142855,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
NOVA OLIMPIA,411720,Antimônio,PR,19,0,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
NOVA OLINDA,171488,Antimônio,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,431310,Antimônio,RS,32,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,431320,Antimônio,RS,50,0,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,10
NOVA PRATA,431330,Antimônio,RS,18,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,15
NOVA PRATA DO IGUACU,411725,Antimônio,PR,50,0,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
NOVA REDENCAO,292285,Antimônio,BA,11,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA RESENDE,314510,Antimônio,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
NOVA ROMA DO SUL,431335,Antimônio,RS,70,0,66,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,5
NOVA SANTA RITA,431337,Antimônio,RS,16,3,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,34,3,42
NOVA SANTA ROSA,411722,Antimônio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
NOVA SERRANA,314520,Antimônio,MG,20,6,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,35,3,45
NOVA SOURE,292290,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NOVA TEBAS,411727,Antimônio,PR,43,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NOVA UNIAO,313660,Antimônio,MG,9,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NOVA VENEZA,521500,Antimônio,GO,6,0,2,0,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,5
NOVA VICOSA,292300,Antimônio,BA,20,20,0,0,0,0,0,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,21,4,27
NOVO BRASIL,521520,Antimônio,GO,10,2,6,0,2,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO CRUZEIRO,314530,Antimônio,MG,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
NOVO GAMA,521523,Antimônio,GO,24,2,0,4,18,0,18,0.8181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
NOVO HORIZONTE,353350,Antimônio,SP,34,3,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,23
NOVO HORIZONTE DO SUL,500625,Antimônio,MS,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NOVO ITACOLOMI,411729,Antimônio,PR,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
NOVO ORIENTE DE MINAS,314535,Antimônio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
NOVO PLANALTO,521525,Antimônio,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
NOVO TRIUNFO,292305,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLINDINA,292310,Antimônio,BA,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3
ONCA DE PITANGUI,314580,Antimônio,MG,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ONDA VERDE,353400,Antimônio,SP,25,7,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5
ORIENTE,353410,Antimônio,SP,15,7,4,3,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
ORINDIUVA,353420,Antimônio,SP,25,6,11,7,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ORIZANIA,314587,Antimônio,MG,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORIZONA,521530,Antimônio,GO,13,3,5,0,5,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
ORTIGUEIRA,411730,Antimônio,PR,99,0,74,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,9
OSCAR BRESSANE,353450,Antimônio,SP,18,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OSORIO,431350,Antimônio,RS,37,4,29,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,7,1,12
OSVALDO CRUZ,353460,Antimônio,SP,44,17,10,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,0,23
OTACILIO COSTA,421175,Antimônio,SC,22,1,2,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,17
OURICANGAS,292330,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OURIZONA,411740,Antimônio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
OURO BRANCO,314590,Antimônio,MG,30,30,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,3,22,3,30
OURO VERDE,421185,Antimônio,SC,17,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
OURO VERDE DE GOIAS,521540,Antimônio,GO,8,0,0,2,6,0,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OURO VERDE DO OESTE,411745,Antimônio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
OUROESTE,353475,Antimônio,SP,40,11,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
OUROLANDIA,292335,Antimônio,BA,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,8
OUVIDOR,521550,Antimônio,GO,16,6,3,2,5,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PACATUBA,280490,Antimônio,SE,18,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PADRE BERNARDO,521560,Antimônio,GO,19,8,1,0,10,0,10,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,9
PADRE PARAISO,314630,Antimônio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAI PEDRO,314655,Antimônio,MG,12,7,2,1,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIAL,421187,Antimônio,SC,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PAICANDU,411750,Antimônio,PR,41,1,26,13,0,1,1,25,25,0,0,1,0,0,0,0,0,0,1,1,2,45,1,51
PAIM FILHO,431360,Antimônio,RS,60,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
PAINEIRAS,314640,Antimônio,MG,11,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PAINEL,421189,Antimônio,SC,30,1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALHOCA,421190,Antimônio,SC,15,0,1,13,1,0,1,0.06666666666666667,0,0,1,2,0,0,5,0,1,0,1,1,1,88,12,112
PALMA SOLA,421200,Antimônio,SC,19,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PALMARES DO SUL,431365,Antimônio,RS,33,0,28,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,8
PALMARES PAULISTA,353510,Antimônio,SP,17,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
PALMAS,172100,Antimônio,TO,28,1,2,25,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,120,14,138
PALMAS,411760,Antimônio,PR,22,0,16,4,2,0,2,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,39
PALMEIRA,411770,Antimônio,PR,144,3,63,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,21,0,26
PALMEIRA,421205,Antimônio,SC,28,1,2,19,6,0,6,0.2222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4
PALMEIRA D'OESTE,353520,Antimônio,SP,47,15,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMEIRA DAS MISSOES,431370,Antimônio,RS,71,0,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
PALMEIRAS,292350,Antimônio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PALMEIRAS DE GOIAS,521570,Antimônio,GO,27,3,13,2,9,0,9,375,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,10
PALMEIRAS DO TOCANTINS,171380,Antimônio,TO,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMELO,521580,Antimônio,GO,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMINOPOLIS,521590,Antimônio,GO,8,2,0,1,5,0,5,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PALMITAL,411780,Antimônio,PR,34,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
PALMITINHO,431380,Antimônio,RS,21,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PALMOPOLIS,314675,Antimônio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALOTINA,411790,Antimônio,PR,38,1,20,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,3,44
PANAMBI,431390,Antimônio,RS,90,0,80,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,41,1,44
PANCAS,320400,Antimônio,ES,12,0,0,11,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
PANTANO GRANDE,431395,Antimônio,RS,21,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
PARACATU,314700,Antimônio,MG,43,41,1,0,1,0,1,0.5,0,5,0,0,0,0,0,0,1,0,1,1,0,54,1,63
PARAGUACU PAULISTA,353550,Antimônio,SP,62,17,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
PARAI,431400,Antimônio,RS,62,2,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5
PARAIBA DO SUL,330370,Antimônio,RJ,4,0,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0,1,0,0,0,2,28,2,33
PARAISO,421223,Antimônio,SC,25,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PARAISO DO NORTE,411800,Antimônio,PR,39,0,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
PARAMIRIM,292360,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PARANA,171620,Antimônio,TO,23,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARANACITY,411810,Antimônio,PR,16,0,10,5,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
PARANAIBA,500630,Antimônio,MS,11,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,31,0,40
PARANAPANEMA,353580,Antimônio,SP,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,11,0,12
PARANAPUA,353590,Antimônio,SP,18,7,7,3,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PARANAVAI,411840,Antimônio,PR,138,0,91,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,72,6,80
PARANHOS,500635,Antimônio,MS,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PARANOA,530010,Antimônio,DF,17,0,4,11,1,1,2,0.11764705882352941,0.058823529411764705,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
PARAOPEBA,314740,Antimônio,MG,29,11,12,5,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,27
PARAPUA,353600,Antimônio,SP,29,15,6,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,5,13
PARAUNA,521640,Antimônio,GO,26,7,6,0,12,1,13,0.6842105263157895,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
PARDINHO,353610,Antimônio,SP,77,27,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
PARICONHA,270642,Antimônio,AL,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARIQUERA-ACU,353620,Antimônio,SP,69,23,12,33,1,0,1,0.021739130434782608,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7
PARK WAY,530010,Antimônio,DF,25,0,4,19,1,1,2,0.08,0.04,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
PAROBE,431405,Antimônio,RS,20,4,13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27,4,33
PASSA SETE,431406,Antimônio,RS,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PASSA TEMPO,314770,Antimônio,MG,3,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
PASSO DE TORRES,421225,Antimônio,SC,27,3,2,18,4,0,4,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3
PASSO FUNDO,431410,Antimônio,RS,64,4,41,18,1,0,1,0.016666666666666666,0,0,1,2,0,0,1,0,3,1,2,1,2,103,7,123
PASSOS MAIA,421227,Antimônio,SC,15,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PATIS,314795,Antimônio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATO BRANCO,411850,Antimônio,PR,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,60,6,71
PATOS DE MINAS,314800,Antimônio,MG,10,8,0,0,2,0,2,1,0,0,0,1,0,0,1,0,0,1,2,0,2,76,4,87
PATY DO ALFERES,330385,Antimônio,RJ,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PAU BRASIL,292390,Antimônio,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PAULA FREITAS,411860,Antimônio,PR,57,0,26,22,9,0,9,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAULINIA,353650,Antimônio,SP,28,10,2,16,0,0,0,0,0,0,4,1,0,0,4,0,2,1,8,0,0,73,6,99
PAULISTAS,314840,Antimônio,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULO AFONSO,292400,Antimônio,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,20,1,21
PAULO DE FARIA,353660,Antimônio,SP,17,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PAULO FRONTIN,411870,Antimônio,PR,75,0,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAULO LOPES,421230,Antimônio,SC,52,2,12,35,1,2,3,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PAVAO,314850,Antimônio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAVERAMA,431415,Antimônio,RS,17,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PE DE SERRA,292405,Antimônio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PECANHA,314860,Antimônio,MG,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PEDERNEIRAS,353670,Antimônio,SP,128,55,17,56,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,48,6,56
PEDRA AZUL,314870,Antimônio,MG,5,2,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PEDRA BELA,353680,Antimônio,SP,18,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PEDRA DO ANTA,314880,Antimônio,MG,22,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PEDRA DO INDAIA,314890,Antimônio,MG,29,12,12,0,3,2,5,0.29411764705882354,0.11764705882352941,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3
PEDRALVA,314910,Antimônio,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PEDRANOPOLIS,353690,Antimônio,SP,64,17,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PEDRAO,292410,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PEDRAS ALTAS,431417,Antimônio,RS,18,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PEDRAS DE MARIA DA CRUZ,314915,Antimônio,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDREGULHO,353700,Antimônio,SP,72,2,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
PEDRINHAS,280510,Antimônio,SE,5,1,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PEDRINHAS PAULISTA,353715,Antimônio,SP,13,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
PEDRO ALEXANDRE,292420,Antimônio,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO DE TOLEDO,353720,Antimônio,SP,27,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PEDRO GOMES,500640,Antimônio,MS,22,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
PEDRO LEOPOLDO,314930,Antimônio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,5,0,0,75,5,86
PEDRO OSORIO,431420,Antimônio,RS,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PEIXE,171660,Antimônio,TO,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4
PEJUCARA,431430,Antimônio,RS,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PERDIGAO,314970,Antimônio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
PERDIZES,314980,Antimônio,MG,8,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,34
PEREIRAS,353750,Antimônio,SP,55,28,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
PERITIBA,421260,Antimônio,SC,18,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PEROBAL,411885,Antimônio,PR,38,0,19,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,6
PEROLA,411890,Antimônio,PR,20,0,10,7,3,0,3,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
PEROLA D'OESTE,411900,Antimônio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PEROLANDIA,521645,Antimônio,GO,7,0,3,0,4,0,4,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PERUIBE,353760,Antimônio,SP,55,1,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
PESCADOR,315000,Antimônio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PESCARIA BRAVA,421265,Antimônio,SC,26,2,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,11
PETROLANDIA,421270,Antimônio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PETROLINA DE GOIAS,521680,Antimônio,GO,13,1,4,2,5,1,6,0.5,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
PIACATU,353770,Antimônio,SP,23,8,2,6,7,0,7,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEDADE,353780,Antimônio,SP,57,30,12,15,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,24,1,28
PIEDADE DE CARATINGA,315015,Antimônio,MG,7,0,0,2,5,0,5,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEDADE DE PONTE NOVA,315020,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIEDADE DO RIO GRANDE,315030,Antimônio,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PIEN,411910,Antimônio,PR,72,0,50,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,18
PILAR DE GOIAS,521690,Antimônio,GO,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PILAR DO SUL,353790,Antimônio,SP,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,21
PINDAMONHANGABA,353800,Antimônio,SP,38,5,26,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,90,10,106
PINHAIS,411915,Antimônio,PR,55,0,40,14,1,0,1,0.01818181818181818,0,0,1,6,0,0,11,0,3,1,0,2,7,269,7,307
PINHAL DE SAO BENTO,411925,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PINHALAO,411920,Antimônio,PR,40,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
