municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_2019399,cnae_2073800,cnae_2092401,cnae_2092403,cnae_2093200,cnae_2094100,cnae_2110600,cnae_2121101,cnae_2122000,cnae_2449199,cnae_2452100,cnae_2539001,cnae_3831999,total_canes
LUTECIA,352790,Antimônio,SP,11,3,4,3,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LUZ,313880,Antimônio,MG,6,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,12
LUZIANIA,521250,Antimônio,GO,103,4,0,8,91,0,91,0.9191919191919192,0,0,1,1,0,0,1,0,0,0,0,3,1,66,10,83
MACAMBARA,431171,Antimônio,RS,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MACAUBAS,291980,Antimônio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MACEDONIA,352820,Antimônio,SP,24,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHACALIS,313890,Antimônio,MG,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHADINHO,431170,Antimônio,RS,55,0,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACIEIRA,421005,Antimônio,SC,18,5,3,9,1,0,1,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADRE DE DEUS DE MINAS,313910,Antimônio,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MAETINGA,291995,Antimônio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MAFRA,421010,Antimônio,SC,36,0,2,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,50,0,55
MAGDA,352830,Antimônio,SP,24,10,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MAIQUINIQUE,292000,Antimônio,BA,4,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,5
MAIRI,292010,Antimônio,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3
MAIRIPORA,352850,Antimônio,SP,86,34,20,31,1,0,1,0.019230769230769232,0,0,0,0,0,0,5,0,0,1,1,0,1,83,4,95
MAIRIPOTABA,521260,Antimônio,GO,23,0,8,6,9,0,9,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAJOR GERCINO,421020,Antimônio,SC,28,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAJOR VIEIRA,421030,Antimônio,SC,16,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MALACACHETA,313920,Antimônio,MG,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MALHADA,292020,Antimônio,BA,12,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALHADA DE PEDRAS,292030,Antimônio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MALLET,411390,Antimônio,PR,81,10,33,17,21,0,21,0.29577464788732394,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
MAMBAI,521270,Antimônio,GO,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
MAMBORE,411400,Antimônio,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,8
MANDAGUACU,411410,Antimônio,PR,41,1,20,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,25,2,30
MANDAGUARI,411420,Antimônio,PR,27,0,15,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,40,4,51
MANDIRITUBA,411430,Antimônio,PR,63,8,36,12,7,0,7,0.12727272727272726,0,0,0,0,0,0,0,0,0,0,0,0,5,33,3,41
MANFRINOPOLIS,411435,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANGA,313930,Antimônio,MG,24,22,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
MANGUEIRINHA,411440,Antimônio,PR,68,6,35,1,26,0,26,0.41935483870967744,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MANOEL RIBAS,411450,Antimônio,PR,17,1,10,5,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
MANOEL VIANA,431175,Antimônio,RS,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
MANOEL VITORINO,292040,Antimônio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANSIDAO,292045,Antimônio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MARA ROSA,521280,Antimônio,GO,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,5
MARABA PAULISTA,352870,Antimônio,SP,19,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARACAI,352880,Antimônio,SP,30,13,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,13
MARACAJU,500540,Antimônio,MS,82,0,65,10,7,0,7,0.08536585365853659,0,0,0,0,0,0,2,0,0,1,0,0,0,36,2,41
MARACAS,292050,Antimônio,BA,38,13,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3
MARAGOGIPE,292060,Antimônio,BA,23,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
MARANGUAPE,230770,Antimônio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,32,2,34
MARAU,292070,Antimônio,BA,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARAU,431180,Antimônio,RS,20,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,1,58
MARAVILHA,421050,Antimônio,SC,34,0,2,30,2,0,2,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,23
MARAVILHAS,313970,Antimônio,MG,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
MARCELINO RAMOS,431190,Antimônio,RS,21,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
MARCIONILIO SOUZA,292080,Antimônio,BA,22,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARECHAL DEODORO,270470,Antimônio,AL,4,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,11
MARECHAL FLORIANO,320334,Antimônio,ES,14,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,13
MAREMA,421055,Antimônio,SC,21,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MARIA DA FE,313990,Antimônio,MG,8,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
MARIA HELENA,411470,Antimônio,PR,38,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MARIANA PIMENTEL,431198,Antimônio,RS,14,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANO MORO,431200,Antimônio,RS,37,2,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIAPOLIS,352890,Antimônio,SP,45,19,7,18,1,0,1,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARILANDIA DO SUL,411490,Antimônio,PR,42,0,30,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4
MARILENA,411500,Antimônio,PR,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MARINGA,411520,Antimônio,PR,94,0,52,42,0,0,0,0,0,0,1,3,0,0,3,0,2,6,4,5,7,299,12,342
MARINOPOLIS,352910,Antimônio,SP,24,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIOPOLIS,411530,Antimônio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MARIPA,411535,Antimônio,PR,57,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MARMELEIRO,411540,Antimônio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,15
MARQUES DE SOUZA,431205,Antimônio,RS,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MARQUINHO,411545,Antimônio,PR,28,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MARTINHO CAMPOS,314050,Antimônio,MG,20,6,2,10,0,2,2,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0,2,0,0,26,2,30
MARTINS SOARES,314053,Antimônio,MG,22,2,16,2,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASCOTE,292090,Antimônio,BA,28,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA,431210,Antimônio,RS,44,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA DE SAO JOAO,292100,Antimônio,BA,37,25,0,11,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,11,2,14
MATA VERDE,314055,Antimônio,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATELANDIA,411560,Antimônio,PR,50,10,30,2,8,0,8,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,19
MATERLANDIA,314060,Antimônio,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATHIAS LOBATO,317150,Antimônio,MG,23,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATIAS CARDOSO,314085,Antimônio,MG,51,31,9,2,9,0,9,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MATINHOS,411570,Antimônio,PR,20,0,16,2,2,0,2,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,11
MATIPO,314090,Antimônio,MG,19,0,16,0,3,0,3,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MATO RICO,411573,Antimônio,PR,18,1,9,7,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATO VERDE,314100,Antimônio,MG,14,7,5,0,2,0,2,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MATOS COSTA,421070,Antimônio,SC,18,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATOZINHOS,314110,Antimônio,MG,10,6,3,0,1,0,1,0.25,0,0,2,0,0,0,0,0,0,0,0,3,0,130,4,139
MATUTINA,314120,Antimônio,MG,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MAUA DA SERRA,411575,Antimônio,PR,17,0,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
MAURILANDIA,521300,Antimônio,GO,10,2,2,2,4,0,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MAXIMILIANO DE ALMEIDA,431220,Antimônio,RS,41,2,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MEDEIROS,314130,Antimônio,MG,6,2,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MEDEIROS NETO,292110,Antimônio,BA,11,11,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MEDIANEIRA,411580,Antimônio,PR,36,4,16,0,16,0,16,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,29
MEDINA,314140,Antimônio,MG,9,6,0,1,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
MENDES PIMENTEL,314150,Antimônio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MERCES,314160,Antimônio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,3,1,5
MERIDIANO,352960,Antimônio,SP,44,13,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MESOPOLIS,352965,Antimônio,SP,38,9,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL CALMON,292120,Antimônio,BA,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
MIGUELOPOLIS,352970,Antimônio,SP,33,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
MIMOSO DE GOIAS,521305,Antimônio,GO,11,5,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINACU,521308,Antimônio,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,5,2,8
MINAS DO LEAO,431225,Antimônio,RS,19,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MINAS NOVAS,314180,Antimônio,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINDURI,314190,Antimônio,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MIRA ESTRELA,353000,Antimônio,SP,26,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MIRABELA,314200,Antimônio,MG,7,5,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRACATU,352990,Antimônio,SP,99,36,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
MIRADOR,411590,Antimônio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MIRAGUAI,431230,Antimônio,RS,83,0,81,1,1,0,1,0.012048192771084338,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
MIRAI,314220,Antimônio,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,6,1,8
MIRANDA,500560,Antimônio,MS,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
MIRANGABA,292140,Antimônio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MIRANTE,292145,Antimônio,BA,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRANTE DO PARANAPANEMA,353020,Antimônio,SP,83,36,18,26,3,0,3,0.06382978723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
MIRAVANIA,314225,Antimônio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MIRIM DOCE,421085,Antimônio,SC,34,0,2,26,6,0,6,0.17647058823529413,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
MISSAL,411605,Antimônio,PR,20,0,10,7,3,0,3,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,11
MOCOCA,353050,Antimônio,SP,83,10,18,55,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,95,1,99
MODELO,421090,Antimônio,SC,75,11,22,41,1,0,1,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MOEDA,314230,Antimônio,MG,27,7,13,5,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MOMBUCA,353090,Antimônio,SP,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
MONCOES,353100,Antimônio,SP,21,7,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONDAI,421100,Antimônio,SC,47,7,11,28,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
MONGAGUA,353110,Antimônio,SP,20,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12
MONJOLOS,314250,Antimônio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MONSENHOR PAULO,314260,Antimônio,MG,6,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,6,2,13
MONTALVANIA,314270,Antimônio,MG,77,72,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
MONTE ALEGRE DE GOIAS,521350,Antimônio,GO,18,3,6,4,5,0,5,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4
MONTE ALTO,353130,Antimônio,SP,60,2,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,67,1,84
MONTE APRAZIVEL,353140,Antimônio,SP,70,2,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,15
MONTE AZUL,314290,Antimônio,MG,18,2,8,2,6,0,6,375,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MONTE BELO,314300,Antimônio,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MONTE CASTELO,421110,Antimônio,SC,38,0,8,27,3,0,3,0.07894736842105263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
MONTE FORMOSO,314315,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTE MOR,353180,Antimônio,SP,103,32,23,47,1,0,1,0.014084507042253521,0,0,0,0,0,0,3,0,0,0,1,0,2,62,9,77
MONTE SANTO DE MINAS,314320,Antimônio,MG,33,23,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,11
MONTE SIAO,314340,Antimônio,MG,24,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MONTEIRO LOBATO,353170,Antimônio,SP,86,30,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,431240,Antimônio,RS,34,9,19,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50,4,57
MONTES CLAROS,314330,Antimônio,MG,48,20,19,8,0,1,1,0.03571428571428571,0.03571428571428571,1,0,1,0,0,1,1,0,7,3,0,3,148,8,173
MONTES CLAROS DE GOIAS,521370,Antimônio,GO,2,2,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3
MONTEZUMA,314345,Antimônio,MG,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTIVIDIU,521375,Antimônio,GO,22,6,5,2,9,0,9,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15
MORADA NOVA DE MINAS,314350,Antimônio,MG,14,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
MOREIRA SALES,411610,Antimônio,PR,36,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
MORPARA,292160,Antimônio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRETES,411620,Antimônio,PR,45,0,24,0,21,0,21,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
MORRINHOS,521380,Antimônio,GO,46,4,19,4,18,1,19,0.4523809523809524,0.023809523809523808,0,0,0,0,0,1,0,0,0,2,0,0,25,2,30
MORRO DA GARCA,314360,Antimônio,MG,15,5,7,2,0,1,1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRO DO CHAPEU,292170,Antimônio,BA,23,14,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,7
MORRO REDONDO,431245,Antimônio,RS,17,1,11,4,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRO REUTER,431247,Antimônio,RS,32,7,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MORTUGABA,292180,Antimônio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MORUNGABA,353200,Antimônio,SP,12,2,8,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,2,8
MOSTARDAS,431250,Antimônio,RS,14,2,8,3,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
MOZARLANDIA,521400,Antimônio,GO,32,7,14,3,7,1,8,0.32,0.04,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
MUCURI,292200,Antimônio,BA,15,15,0,0,0,0,0,NA,NA,0,2,1,0,0,0,0,0,0,0,0,0,33,3,39
MUCURICI,320360,Antimônio,ES,12,0,0,11,0,1,1,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MUITOS CAPOES,431261,Antimônio,RS,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MULUNGU DO MORRO,292205,Antimônio,BA,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,292210,Antimônio,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MUNDO NOVO,500568,Antimônio,MS,14,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,7
MUNDO NOVO,521405,Antimônio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MUNHOZ,314380,Antimônio,MG,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNIZ FERREIRA,292220,Antimônio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MUNIZ FREIRE,320370,Antimônio,ES,11,0,0,10,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MUQUEM DE SAO FRANCISCO,292225,Antimônio,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUQUI,320380,Antimônio,ES,20,0,0,16,3,1,4,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MURIBECA,280430,Antimônio,SE,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MURITIBA,292230,Antimônio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4
MUZAMBINHO,314410,Antimônio,MG,18,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4
NACIP RAYDAN,314420,Antimônio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANUQUE,314430,Antimônio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,21,5,28
NAO-ME-TOQUE,431265,Antimônio,RS,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21
NARANDIBA,353220,Antimônio,SP,23,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NATERCIA,314440,Antimônio,MG,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATIVIDADE,171420,Antimônio,TO,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
NAVIRAI,500570,Antimônio,MS,58,1,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45
NAZARE,171430,Antimônio,TO,10,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NAZARE,292250,Antimônio,BA,10,5,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,0,15
NAZARE PAULISTA,353240,Antimônio,SP,36,19,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
NAZARENO,314450,Antimônio,MG,31,21,2,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,8
NAZARIO,521440,Antimônio,GO,10,2,1,0,7,0,7,875,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
NEROPOLIS,521450,Antimônio,GO,66,5,10,6,45,0,45,0.7377049180327869,0,0,1,0,0,0,0,0,0,1,0,0,0,21,1,24
NHANDEARA,353260,Antimônio,SP,47,11,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4
NILO PECANHA,292260,Antimônio,BA,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3
NIOAQUE,500580,Antimônio,MS,20,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
NIPOA,353270,Antimônio,SP,26,1,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NIQUELANDIA,521460,Antimônio,GO,2,2,0,0,0,0,0,NA,NA,4,0,0,0,0,0,0,0,0,0,0,1,14,0,19
NONOAI,431270,Antimônio,RS,109,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
NOSSA SENHORA DO SOCORRO,280480,Antimônio,SE,3,1,1,1,0,0,0,0,0,0,2,0,0,0,6,0,2,4,0,0,1,42,0,57
NOVA ALIANCA DO IVAI,411650,Antimônio,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ALVORADA DO SUL,500600,Antimônio,MS,32,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
NOVA AMERICA,521470,Antimônio,GO,8,3,2,2,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA AMERICA DA COLINA,411660,Antimônio,PR,25,0,18,6,1,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NOVA ANDRADINA,500620,Antimônio,MS,38,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,2,24
NOVA ARACA,431280,Antimônio,RS,31,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
