municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729403,cnae_1043100,cnae_2019399,cnae_2093200,cnae_2094100,cnae_2423702,cnae_2449199,cnae_2452100,cnae_2539001,cnae_2539002,cnae_2721000,cnae_2722801,cnae_2722802,cnae_3211603,cnae_3250706,cnae_3313902
AREIOPOLIS,350360,Níquel,SP,23,15,3,4,1,0,1,0.125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ARENOPOLIS,520235,Níquel,GO,35,2,14,5,14,0,14,0.42424242424242425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIRANHA DO IVAI,410185,Níquel,PR,19,0,11,7,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMAZEM,420150,Níquel,SC,57,0,10,34,13,0,13,0.22807017543859648,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ARRAIAS,170240,Níquel,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ARROIO DO MEIO,430100,Níquel,RS,58,4,52,2,0,0,0,0,0,0,0,1,0,0,0,0,1,23,1,0,0,0,0,2,0
ARROIO DO PADRE,430107,Níquel,RS,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARROIO DO TIGRE,430120,Níquel,RS,65,7,55,0,3,0,3,0.05172413793103448,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ARROIO DOS RATOS,430110,Níquel,RS,46,8,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0
ARROIO GRANDE,430130,Níquel,RS,49,0,43,4,2,0,2,0.04081632653061224,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
ARROIO TRINTA,420160,Níquel,SC,18,2,5,8,3,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUANA,520250,Níquel,GO,23,7,2,0,14,0,14,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARVOREZINHA,430140,Níquel,RS,114,0,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
ASCURRA,420170,Níquel,SC,20,0,3,13,4,0,4,0.2,0,0,0,0,1,0,0,0,0,17,2,0,0,0,0,1,0
ASPASIA,350395,Níquel,SP,23,6,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASSAI,410190,Níquel,PR,35,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0
ASSIS,350400,Níquel,SP,23,7,6,7,3,0,3,0.1875,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,6,0
ASSIS CHATEAUBRIAND,410200,Níquel,PR,168,0,78,90,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,1,0,0,4,0
ASTOLFO DUTRA,310460,Níquel,MG,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
ASTORGA,410210,Níquel,PR,95,9,46,6,34,0,34,0.3953488372093023,0,0,0,0,0,0,0,1,0,19,2,0,2,1,0,0,0
ATALAIA,270040,Níquel,AL,75,42,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0
ATALAIA,410220,Níquel,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ATALANTA,420180,Níquel,SC,19,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
ATALEIA,310470,Níquel,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ATILIO VIVACQUA,320070,Níquel,ES,12,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0
AUGUSTINOPOLIS,170255,Níquel,TO,37,6,6,24,1,0,1,0.03225806451612903,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
AUGUSTO DE LIMA,310480,Níquel,MG,13,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AUREA,430155,Níquel,RS,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURELINO LEAL,290240,Níquel,BA,27,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURIFLAMA,350420,Níquel,SP,15,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
AURILANDIA,520260,Níquel,GO,14,2,2,3,7,0,7,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAI,350430,Níquel,SP,36,18,5,10,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AVARE,350450,Níquel,SP,70,18,0,49,2,1,3,0.057692307692307696,0.019230769230769232,0,0,0,1,0,0,1,2,23,1,0,0,0,0,5,0
AVELINOPOLIS,520280,Níquel,GO,14,0,7,1,6,0,6,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BABACULANDIA,170300,Níquel,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAIANOPOLIS,290250,Níquel,BA,14,6,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BALBINOS,350470,Níquel,SP,23,1,3,18,1,0,1,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALDIM,310500,Níquel,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALIZA,520310,Níquel,GO,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALNEARIO BARRA DO SUL,420205,Níquel,SC,12,0,1,10,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
BALNEARIO PICARRAS,421280,Níquel,SC,35,0,2,21,12,0,12,0.34285714285714286,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,2,0
BALNEARIO PINHAL,430163,Níquel,RS,39,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALSA NOVA,410230,Níquel,PR,112,0,49,63,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
BAMBUI,310510,Níquel,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0
BANANAL,350490,Níquel,SP,40,6,18,15,1,0,1,0.029411764705882353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BANDEIRA,310520,Níquel,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BANDEIRANTE,420208,Níquel,SC,22,2,5,12,3,0,3,0.15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
BANZAE,290265,Níquel,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAO,430165,Níquel,RS,23,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
BARAO DE ANTONINA,350500,Níquel,SP,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAO DE COCAIS,310540,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,1,0,3,0,3,13,0,0,0,0,0,0,0
BARAO DE COTEGIPE,430170,Níquel,RS,77,2,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
BARAO DO TRIUNFO,430175,Níquel,RS,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARBACENA,310560,Níquel,MG,7,7,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,2,45,1,0,0,0,0,7,0
BARBOSA FERRAZ,410250,Níquel,PR,90,0,50,38,2,0,2,0.022222222222222223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
BARRA BONITA,420209,Níquel,SC,24,2,7,14,1,0,1,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DE SANTO ANTONIO,270050,Níquel,AL,26,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
BARRA DO CHAPEU,350535,Níquel,SP,36,16,6,9,5,0,5,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BARRA DO CHOCA,290290,Níquel,BA,25,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
BARRA DO GUARITA,430185,Níquel,RS,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
BARRA DO JACARE,410270,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO QUARAI,430187,Níquel,RS,30,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO RIBEIRO,430190,Níquel,RS,81,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
BARRA DO ROCHA,290310,Níquel,BA,16,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO TURVO,350540,Níquel,SP,18,8,1,5,4,0,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA LONGA,310570,Níquel,MG,18,4,8,2,4,0,4,0.2857142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BARRA VELHA,420210,Níquel,SC,17,0,1,10,6,0,6,0.35294117647058826,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0
BARRACAO,430180,Níquel,RS,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
BARREIRAS,290320,Níquel,BA,38,20,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,46,2,0,0,0,0,7,0
BARRO ALTO,520320,Níquel,GO,30,5,6,9,10,0,10,0.4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
BARROS CASSAL,430200,Níquel,RS,50,0,47,1,2,0,2,0.04,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
BARROSO,310590,Níquel,MG,15,15,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,13,1,0,0,1,0,0,0
BARUERI,350570,Níquel,SP,20,0,10,6,4,0,4,0.2,0,0,1,5,21,0,0,1,8,150,9,2,0,0,0,5,2
BASTOS,350580,Níquel,SP,35,8,6,12,9,0,9,0.3333333333333333,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0
BATAGUASSU,500190,Níquel,MS,42,2,8,24,8,0,8,0.2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
BATAYPORA,500200,Níquel,MS,14,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
BELA VISTA DA CAROBA,410275,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BELA VISTA DE GOIAS,520330,Níquel,GO,101,2,27,13,58,1,59,0.5959595959595959,0.010101010101010102,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
BELA VISTA DO PARAISO,410280,Níquel,PR,32,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0
BELA VISTA DO TOLDO,420213,Níquel,SC,43,0,15,27,1,0,1,0.023255813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELMONTE,290340,Níquel,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0
BELO HORIZONTE,310620,Níquel,MG,56,24,18,0,14,0,14,0.4375,0,3,0,5,15,2,5,6,14,860,38,3,6,1,2,223,4
BELO VALE,310640,Níquel,MG,21,13,1,0,7,0,7,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENEDITO NOVO,420220,Níquel,SC,66,0,5,46,14,1,15,0.22727272727272727,0.015151515151515152,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0
BENTO DE ABREU,350620,Níquel,SP,19,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENTO GONCALVES,430210,Níquel,RS,53,6,47,0,0,0,0,0,0,0,0,0,4,0,1,2,4,398,22,0,0,1,0,12,1
BERILO,310650,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BERIZAL,310665,Níquel,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERNARDINO DE CAMPOS,350630,Níquel,SP,14,0,0,13,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
BERTIOGA,350635,Níquel,SP,112,6,40,54,12,0,12,0.11320754716981132,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
BETIM,310670,Níquel,MG,20,4,3,12,1,0,1,0.0625,0,0,0,3,3,0,0,3,5,496,28,1,1,1,0,11,0
BIGUACU,420230,Níquel,SC,12,0,1,10,1,0,1,0.08333333333333333,0,0,0,0,1,0,0,0,0,40,5,0,0,0,0,0,0
BIQUINHAS,310700,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRITIBA-MIRIM,350660,Níquel,SP,59,23,5,24,7,0,7,0.19444444444444445,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1
BIRITINGA,290360,Níquel,BA,19,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BITURUNA,410290,Níquel,PR,51,0,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0
BOA ESPERANCA,410300,Níquel,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOA ESPERANCA DO IGUACU,410302,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA NOVA,290370,Níquel,BA,17,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA VISTA DA APARECIDA,410305,Níquel,PR,34,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BOA VISTA DO BURICA,430220,Níquel,RS,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0
BOA VISTA DO TUPIM,290380,Níquel,BA,55,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCAINA,350680,Níquel,SP,75,36,9,16,14,0,14,0.358974358974359,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BOCAINA DO SUL,420243,Níquel,SC,22,2,2,14,4,0,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCAIUVA DO SUL,410310,Níquel,PR,20,1,10,1,8,0,8,0.42105263157894735,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
BODOQUENA,500215,Níquel,MS,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
BOFETE,350690,Níquel,SP,76,41,9,22,4,0,4,0.11428571428571428,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
BOITUVA,350700,Níquel,SP,20,10,3,4,3,0,3,0.3,0,0,0,1,1,0,0,0,2,54,3,0,0,0,0,2,0
BOM JARDIM,330050,Níquel,RJ,4,0,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1
BOM JARDIM DA SERRA,420250,Níquel,SC,30,0,1,21,8,0,8,0.26666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOM JARDIM DE MINAS,310750,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
BOM JESUS,420253,Níquel,SC,17,2,5,9,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS,430230,Níquel,RS,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BOM JESUS DE GOIAS,520350,Níquel,GO,24,2,5,6,11,0,11,0.5,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
BOM JESUS DO AMPARO,310770,Níquel,MG,13,9,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOM JESUS DO OESTE,420257,Níquel,SC,21,2,9,7,3,0,3,0.15789473684210525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOM JESUS DO SUL,410315,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM PROGRESSO,430237,Níquel,RS,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM REPOUSO,310790,Níquel,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM RETIRO,420260,Níquel,SC,38,2,2,23,9,2,11,0.3055555555555556,0.05555555555555555,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
BOM RETIRO DO SUL,430240,Níquel,RS,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
BOM SUCESSO,410320,Níquel,PR,17,0,10,5,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOM SUCESSO DE ITARARE,350715,Níquel,SP,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
BOM SUCESSO DO SUL,410322,Níquel,PR,25,0,15,0,10,0,10,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BONFIM,310810,Níquel,MG,18,10,2,4,2,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONFINOPOLIS,520355,Níquel,GO,4,1,0,2,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BONFINOPOLIS DE MINAS,310820,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BONINAL,290400,Níquel,BA,14,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONITO,290405,Níquel,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONITO,500220,Níquel,MS,22,1,15,5,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
BONITO DE MINAS,310825,Níquel,MG,13,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BONOPOLIS,520357,Níquel,GO,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOQUEIRAO DO LEAO,430245,Níquel,RS,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
BOQUIM,280067,Níquel,SE,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BORA,350720,Níquel,SP,10,3,3,3,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORACEIA,350730,Níquel,SP,17,8,0,4,5,0,5,0.5555555555555556,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
BORDA DA MATA,310830,Níquel,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0
BORRAZOPOLIS,410330,Níquel,PR,28,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BOSSOROCA,430250,Níquel,RS,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BOTELHOS,310840,Níquel,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
BOTUCATU,350750,Níquel,SP,159,93,15,36,15,0,15,0.22727272727272727,0,0,0,2,1,0,0,0,4,72,6,0,0,0,0,5,0
BOTUVERA,420270,Níquel,SC,9,0,1,7,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0
BRACO DO NORTE,420280,Níquel,SC,16,0,2,12,2,0,2,0.125,0,0,0,0,0,0,0,1,1,39,2,0,0,0,0,1,0
BRAGA,430260,Níquel,RS,40,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BRAGANCA PAULISTA,350760,Níquel,SP,46,16,8,10,12,0,12,0.4,0,0,0,1,2,0,0,2,4,182,8,0,0,0,0,18,0
BRAGANEY,410335,Níquel,PR,36,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
BRASILANDIA,500230,Níquel,MS,28,7,2,12,7,0,7,0.3333333333333333,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
BRASILANDIA DO SUL,410337,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BRASILIA DE MINAS,310860,Níquel,MG,12,10,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
BRAZABRANTES,520360,Níquel,GO,39,6,6,7,20,0,20,0.6060606060606061,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BRAZLANDIA,530010,Níquel,DF,51,5,11,35,0,0,0,0,0,1,0,3,2,0,0,4,11,263,26,1,1,0,2,233,7
BRAZOPOLIS,310890,Níquel,MG,18,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BREJO ALEGRE,350775,Níquel,SP,13,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BREJOES,290430,Níquel,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRITANIA,520380,Níquel,GO,12,0,4,2,6,0,6,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BROTAS DE MACAUBAS,290450,Níquel,BA,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUMADINHO,310900,Níquel,MG,38,13,0,8,16,1,17,0.68,0.04,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
BRUMADO,290460,Níquel,BA,19,15,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,4,0
BUENO BRANDAO,310910,Níquel,MG,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BUENOPOLIS,310920,Níquel,MG,11,3,0,6,2,0,2,0.25,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
BURI,350800,Níquel,SP,55,7,0,36,12,0,12,0.25,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
BURITI ALEGRE,520390,Níquel,GO,30,11,8,4,7,0,7,0.3684210526315789,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BURITI DO TOCANTINS,170380,Níquel,TO,33,2,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
BURITINOPOLIS,520396,Níquel,GO,6,2,1,1,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURITIS,310930,Níquel,MG,11,9,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
BURITIZAL,350820,Níquel,SP,22,1,8,12,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0
BUTIA,430270,Níquel,RS,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0
CAARAPO,500240,Níquel,MS,36,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
CAATIBA,290480,Níquel,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABACEIRAS DO PARAGUACU,290485,Níquel,BA,42,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABECEIRAS,520400,Níquel,GO,4,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CABO FRIO,330070,Níquel,RJ,4,0,0,0,4,0,4,1,0,0,0,0,1,0,0,0,0,53,1,0,0,0,0,6,1
CABO VERDE,310950,Níquel,MG,27,12,0,0,15,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABREUVA,350840,Níquel,SP,64,19,11,16,18,0,18,0.4,0,0,0,0,1,0,2,1,1,30,9,0,0,0,0,0,0
CACADOR,420300,Níquel,SC,20,2,0,14,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,3,0
CACAPAVA,350850,Níquel,SP,196,50,97,45,4,0,4,0.0273972602739726,0,0,0,0,0,0,0,0,0,70,4,0,0,0,0,3,0
CACAPAVA DO SUL,430280,Níquel,RS,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0
CACEQUI,430290,Níquel,RS,29,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
CACHOEIRA,290490,Níquel,BA,51,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACHOEIRA ALTA,520410,Níquel,GO,24,4,8,6,5,1,6,0.3,0.05,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CACHOEIRA DE MINAS,310970,Níquel,MG,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CACHOEIRA DE PAJEU,310270,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CACHOEIRA DO SUL,430300,Níquel,RS,27,8,17,2,0,0,0,0,0,0,0,0,0,0,0,0,5,88,0,0,0,0,1,4,0
CACHOEIRA DOURADA,520425,Níquel,GO,28,1,9,11,7,0,7,0.25925925925925924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CACHOEIRA PAULISTA,350860,Níquel,SP,17,0,5,11,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
CACHOEIRINHA,430310,Níquel,RS,29,0,28,1,0,0,0,0,0,0,0,1,4,0,0,10,9,108,14,0,2,0,0,8,1
